,tag,제 69 기,제 68 기,제 67 기
1,유동자산,14953767,15242686,13720522
2,현금및현금성자산,4279157,3512676,2944541
3,당기손익-공정가치측정금융자산(유동),2923,11171,15
4,기타포괄손익-공정가치측정금융자산(유동),246,50,156
5,상각후원가 측정 금융자산,0,9998,0
6,기타금융자산,492571,772973,711140
8,기타유동자산,2281057,2313811,1844018
9,재고자산,4114372,3915788,3879808
10,당기법인세자산,12111,24694,15431
11,매각예정 또는 소유주에 대한 분배예정으로 분류된 비유동자산이나 처분자산집단,320933,517058,80534
12,비유동자산,18893472,18698208,17460847
13,당기손익-공정가치측정금융자산(비유동),147424,150982,155203
14,기타포괄손익-공정가치측정금융자산(비유동),15622,17107,23669
15,기타금융자산,180660,270826,211341
19,유형자산,11304941,11506492,11480140
20,사용권자산,434713,492256,0
21,무형자산,2477318,2521752,2059497
22,기타비유동자산,181764,188110,154906
23,이연법인세자산,569401,411248,365769
24,금융업자산,157331099,148345284,138367208
25,현금및현금성자산,1253955,1062273,2114197
26,당기손익-공정가치측정금융자산,26222269,25420904,20164936
27,기타포괄손익-공정가치측정금융자산,34593236,26316338,23457239
28,상각후원가측정금융자산,57362991,62284778,60480040
31,유형자산,3083402,3257278,1681989
32,사용권자산,90102,82726,0
33,무형자산,374016,360819,317169
34,파생상품자산,1496713,459013,493277
35,당기법인세자산,147749,148679,13728
36,이연법인세자산,28507,22191,251653
37,기타금융자산,2746507,2283505,2056028
38,기타자산,3181222,3339279,3368153
39,특별계정자산,25322141,22128081,21410690
42,유동부채,15652116,16002711,14870001
45,기타금융부채,938250,900098,786101
46,유동충당부채,380752,450710,364124
47,기타유동부채,3920742,4163119,3459705
48,당기법인세부채,239260,132132,185279
49,매각예정 처분자산집단 부채,0,105778,6989
50,비유동부채,12475774,12403942,10643231
53,기타금융부채,956688,863787,326550
54,순확정급여부채,1699480,1663876,1554394
55,비유동충당부채,338956,332284,279589
56,기타비유동비금융부채,1101729,1215863,1278849
57,이연법인세부채,1222945,1175581,1239858
58,금융업부채,144543250,135615554,127082310
59,예수부채,2111984,1233940,1151598
60,보험계약부채,103881942,99268148,94572120
62,당기법인세부채,19282,6051,294262
63,이연법인세부채,287143,315870,213749
64,파생상품부채,453142,737831,565918
65,순확정급여부채,192937,200035,173403
66,충당부채,132543,72809,58802
67,기타금융부채,11432357,10502301,7684399
68,기타부채,261343,208597,160541
69,특별계정부채,25364549,22640530,22035009
80,자본과부채총계,191178338,182286178,169548577
