,tag,제 38 기,제 37 기,제 36 기
0,자산,,,
1,유동자산,131019877741.0,118868880246.0,87497127204.0
2,현금및현금성자산,41585480804.0,19601863720.0,37472760466.0
4,당기손익공정가치금융자산,,,9485962104.0
7,재고자산,13509756871.0,13205682636.0,5417707130.0
8,기타자산,3983311949.0,1610336505.0,2088865575.0
9,당기법인세자산,23275920.0,,
10,비유동자산,54632496821.0,42629329920.0,26041418495.0
12,당기손익공정가치금융자산,1037337132.0,1016181220.0,2977340373.0
13,기타포괄공정가치금융자산,2283017821.0,630872610.0,800848650.0
14,상각후원가측정금융자산,3000000000.0,,
17,유형자산,9112367843.0,6681530793.0,5428297058.0
18,무형자산,3685482775.0,3708849257.0,2091795481.0
21,사용권자산,645700998.0,425259439.0,
22,이연법인세자산,2296342764.0,2646848661.0,1130721758.0
23,자산총계,185652374562.0,161498210166.0,113538545699.0
24,부채,,,
25,유동부채,76426424100.0,62646592138.0,32959088225.0
29,당기손익인식금융부채,514925003.0,55907035.0,
30,단기종업원급여부채,1216049704.0,1420848090.0,1242250389.0
31,당기법인세부채,,1542966020.0,1241656584.0
32,리스부채,327757032.0,223914157.0,
33,기타부채,6576837393.0,4772401419.0,2294091995.0
34,비유동부채,9677174452.0,3964421176.0,3592071887.0
36,확정급여부채,2353233497.0,2485365925.0,2434683003.0
38,기타금융부채,102792602.0,,
39,리스부채,280819704.0,212470193.0,
40,기타부채,45384146.0,10387096.0,17100775.0
41,부채총계,86103598552.0,66611013314.0,36551160112.0
51,자본과부채총계,185652374562.0,161498210166.0,113538545699.0
