,tag,제 54 기,제 53 기,제 52 기
0,자산,,,
1,유동자산,261451096991,265034822339,299963665108
2,현금및현금성자산,42971689827,51397561553,70875396756
9,당기법인세자산,2059318208,307225622,234867929
10,재고자산,125146001340,133642531144,160439337318
11,기타유동금융자산,,208905121,334544372
12,유동파생상품자산,,,123948505
13,기타금융자산,,208905121,210595867
14,비유동자산,342679024818,314061565055,303491736821
15,유형자산,262371192114,246078829437,243583823002
17,영업권 이외의 무형자산,3866707486,3478670000,6554812700
18,사용권자산.,246528485,544697566,
19,기타비유동금융자산,67953269724,53803538141,45690013779
20,"종속기업, 조인트벤처와 관계기업에 대한 투자자산",,,
21,관계기업에 대한 투자자산,,,
22,이연법인세자산,1205135212,2699491069,1103967
23,기타비유동자산,4985199900,5295346696,5333133052
24,종업원급여자산,,,2328850321
25,자산총계,604130121809,579096387394,603455401929
26,부채,,,
27,유동부채,124842536275,146155168048,177837330366
31,유동리스부채,120857874,350156989,
32,당기법인세부채,,202233273,1574120446
33,기타유동금융부채,6438222322,10328981361,16428971315
34,유동단기매매금융부채,6294663072,9287811611,12283534315
35,유동파생상품부채,143559250,1041169750,4145437000
36,유동충당부채,85192000,114452400,48525000
37,비유동부채,64823398191,36383180055,19606431880
40,비유동리스부채,27243873,92321174,
41,기타비유동금융부채,,,
42,비유동파생상품부채,,,
43,비유동충당부채,22854020992,22312391888,9831382519
44,그 밖의 기타장기충당부채,22854020992,22312391888,9831382519
45,퇴직급여부채,2446965533,3798240333,695063334
46,종업원급여부채,1245239335,921497574,695063334
47,순확정급여부채,1201726198,2876742759,
48,이연법인세부채,14476737870,10025712008,8741113107
49,기타비유동부채,18429923,154514652,338872920
50,부채총계,189665934466,182538348103,197443762246
61,자본과부채총계,604130121809,579096387394,603455401929
