,tag,제 45 기,제 44 기,제 43 기
0,자산,,,
1,유동자산,154187959414,157012453487.0,161060330106.0
2,현금및현금성자산,8046295411,9860076081.0,11019713912.0
4,기타유동금융자산,8987021785,8451007828.0,12595477318.0
5,기타유동자산,4570987901,6483250961.0,6320870244.0
6,당기법인세자산,86104627,488960437.0,195426694.0
7,재고자산,64836199623,74410116432.0,81380780720.0
8,비유동자산,158573167659,154364348435.0,145429789303.0
10,유형자산,141019600328,130382416191.0,122344003322.0
11,유형자산,127762940839,114820079331.0,122344003322.0
12,사용권자산,13256659489,15562336860.0,
13,무형자산,192294725,197859413.0,203918646.0
14,기타비유동금융자산,3556180507,9661566201.0,8441946174.0
16,매도가능금융자산,439544000,443817400.0,445276000.0
18,자산총계,312761127073,311376801922.0,306490119409.0
19,부채,,,
20,유동부채,180930819205,168842471464.0,155132366819.0
24,유동리스부채,1818740715,2755604937.0,
26,기타유동금융부채,9254913434,7403327465.0,6854075260.0
27,기타유동부채,1724373957,2772744141.0,1194196392.0
28,비유동부채,65707267717,63258966240.0,56510345578.0
32,리스부채,10965518313,11691817869.0,
34,비유동배출부채,116662200,116662200.0,68397500.0
35,이연법인세부채,20669799609,16622473843.0,18348138594.0
36,부채총계,246638086922,232101437704.0,211642712397.0
45,자본과부채총계,312761127073,311376801922.0,306490119409.0
