,tag,제 15 기,제 14 기,제 13 기
0,자산,,,
1,유동자산,78043936196,120845338555,100464981087
2,현금및현금성자산,17028935897,54011877378,20667112272
5,당기법인세자산,230282210,137010440,1254090
6,재고자산,21001091659,25075321972,32706144422
7,유동 당기손익-공정가치 측정 지정 금융자산,8497355509,,
8,기타유동자산,4495596399,4624357062,4574948995
9,비유동자산,116184064808,120031991343,103718241647
11,유형자산,63047801026,75020109635,66902257122
12,무형자산,8087008920,10305909779,11188565287
13,기타비유동금융자산,15753509903,16981296764,17302982392
14,비유동 당기손익-공정가치 측정 지정 금융자산,10822868655,5453446956,2687689556
15,비유동 기타포괄손익-공정가치 측정 금융자산,3395338348,2879567000,540422138
16,이연법인세자산,7144484332,2684431555,1691686703
17,기타비유동자산,1053624,5229654,332638449
18,자산총계,194228001004,240877329898,204183222734
19,부채,,,
20,유동부채,90003570508,90400883768,57375859816
25,유동파생상품부채,8464552591,3222058706,
26,당기법인세부채,76714338,1624149285,2399582392
27,기타유동금융부채,4592257915,5752589395,
28,유동충당부채,894844102,929632600,868111232
29,기타유동부채,4167216196,5478631472,6323163116
30,비유동부채,35721791299,51898687761,41284328483
33,전환상환우선주부채,2943797973,1566333419,
34,비유동파생상품부채,3955536694,8893217716,6648124474
35,기타비유동금융부채,18044404062,21560157374,193700556
36,비유동충당부채,38842592,76775810,
37,퇴직급여부채,2739209978,2337075023,1172668808
38,부채총계,125725361807,142299571529,98660188299
48,자본과부채총계,194228001004,240877329898,204183222734
