,tag,제 60 기,제 59 기,제 58 기
0,자산,,,
1,유동자산,317230463555,265758169545,232926286032
2,현금및현금성자산,8254778259,6892367305,11024741025
4,단기투자금융자산,50630000000,46572030000,7740000000
6,기타유동자산,1313196540,1499716803,1739546254
7,재고자산,40856152690,42082777625,45032167512
8,비유동자산,104880189488,105937253190,94608061124
10,장기투자금융자산,83531140,83531140,83531140
11,관계기업에 대한 투자자산,34436371845,33799193039,21849279734
12,순확정급여자산,299585242,181393748,
13,유형자산,45788045811,47530895598,48145278800
15,무형자산,1010873626,1020610955,1028548258
16,기타비유동자산,755108936,586455105,476842196
17,자산총계,422110653043,371695422735,327534347156
18,부채,,,
19,유동부채,33410153010,30910166667,25507739313
22,당기법인세부채,9860413112,8065896998,5256688554
23,비유동부채,13115708117,12037959553,9184578714
24,퇴직급여부채,,0,124985152
26,이연법인세부채,11177333891,9866069209,7200833562
27,부채총계,46525861127,42948126220,34692318027
43,자본과부채총계,422110653043,371695422735,327534347156
