,tag,제 17 기,제 16 기,제 15 기
0,자산,,,
1,유동자산,147254365687,175768710591,96619575792
2,현금및현금성자산,29329858950,100431008477,18883284986
6,기타유동금융자산,43471384,56396461,44954635
7,재고자산,35612832387,31190220101,34759017449
8,기타유동자산,2137730464,2069380029,2208464928
10,비유동자산,100434160736,74050297387,63276153746
12,비유동매도가능금융자산,0,0,0
15,기타비유동금융자산,8118600000,0,0
16,유형자산,70947146779,55652582120,48365525895
18,무형자산,4746158515,4205151264,4179568370
19,사용권자산,4018747277,1231302873,0
20,이연법인세자산,5161587831,5591326233,3075409315
21,자산총계,247688526423,249819007978,159895729538
22,부채,,,
23,유동부채,36911665197,47868784598,43949773401
26,유동성리스부채,901788097,748025151,0
28,기타유동금융부채,10993915,3779069,58476990
29,당기법인세부채,2067297708,1938473924,1724379342
30,기타유동부채,1100283286,822564722,876965230
31,손실충당부채,415642623,402967486,
32,유동판매보증충당부채,167711860,128843043,0
33,비유동부채,22239286834,16911763932,12691867339
35,비유동리스부채,630453755,511410939,0
36,순확정급여부채,10619929622,11536242289,9115706972
37,기타비유동부채,1876679101,1690995214,1180575847
39,비유동충당부채,1210809749,638265594,0
40,부채총계,59150952031,64780548530,56641640740
49,자본과부채총계,247688526423,249819007978,159895729537
