,tag,제 42 기,제 41 기,제 40 기
0,자산,,,
1,유동자산,108136528155,95823824031,90540477152
2,현금및현금성자산,4328113106,4534174058,2269152885
3,기타유동금융자산,10000000,,
5,기타유동자산,3871757001,3575753703,2799872854
6,재고자산,2689317118,2169707376,2569220693
7,비유동자산,193551441115,180023419475,109564363082
8,유형자산,130821369286,120418804705,86876011845
9,사용권자산,36408746327,35570794812,
10,무형자산,3349145378,3055733140,3064465940
12,기타비유동금융자산,4000000,4000000,4000000
14,당기손익-공정가치 측정 금융자산,1987131842,2473462000,2473462000
15,관계기업에 대한 투자자산,3325671261,2808896238,2795502290
16,기타비유동자산,460407986,493712799,526528441
17,이연법인세자산,2389274922,1607284163,1084719696
18,자산총계,301687969270,275847243506,200104840234
19,부채,,,
20,유동부채,193297608472,119440998164,124471509661
24,기타유동부채,2294790754,740744981,1205677282
26,리스부채,16452218442,13391451668,
27,비유동부채,39798639117,84478185909,8139022907
30,순확정급여부채,442431884,334554471,1758312907
31,리스부채,21760921024,22822725620,
32,장기종업원급여부채,1011686209,834855818,
33,부채총계,233096247589,203919184073,132610532568
44,자본과부채총계,301687969270,275847243506,200104840234
