,tag,제 14 기,제 13 기,제 12 기
0,자산,,,
1,유동자산,83878089497,112510124877,105633986875
2,현금및현금성자산,45384786427,46230562663,35906234127
9,재고자산,10612828896,6111458282,3999225381
10,당기법인세자산,5810431,446135528,561986217
11,비유동자산,950612425622,873265719450,197065770466
12,비유동 당기손익-공정가치 측정 지정 금융자산,,2493655030,19869052420
15,유형자산,205468786102,182933240956,85607245859
16,무형자산,6412857751,6327149511,4852256716
17,사용권자산,666879451208,610930477505,
18,이연법인세자산,60825104084,19364580950,7173688904
19,자산총계,1034490515119,985775844327,302699757341
20,부채,,,
21,유동부채,288478696623,271787841558,117372793838
28,유동충당부채,680580000,14770711761,459150000
29,유동리스부채,78088560343,79485928695,
30,비유동부채,635745097940,605878932371,33030021506
31,충당부채,209647319314,217988187570,27789935234
32,순확정급여부채,17559573091,10805804382,5240086272
33,리스부채,408538205535,377084940419,
34,부채총계,924223794563,877666773929,150402815344
43,자본과부채총계,1034490515119,985775844327,302699757341
