,tag,제 58 기,제 57 기,제 56 기
0,자산,,,
1,유동자산,484759047319,433114575168,269241688062.0
2,현금및현금성자산,72666446983,25176556360,16485931322.0
3,기타유동금융자산,8508309112,8119283226,3344551860.0
5,기타유동자산,15470184838,20952632380,25263119249.0
6,재고자산,238714467007,243112511319,128936029370.0
7,유동생물자산,14854495298,14126808443,11205756494.0
8,비유동자산,639383142403,637815671637,451634321576.0
9,기타비유동금융자산,5570188922,3814430605,1944297500.0
10,당기손익-공정가치금융자산,1645037726,1557993386,1355966890.0
11,기타포괄손익-공정가치금융자산,15988484293,16900966964,13497218644.0
13,유형자산,462940300152,458932179771,273054563664.0
15,무형자산,32392593644,35238503664,27534859062.0
17,기타비유동자산,,,7804861164.0
18,이연법인세자산,4485705099,123914642,52182116.0
19,자산총계,1124142189722,1070930246805,720876009638.0
20,부채,,,
21,유동부채,496565567504,470889194573,320149601637.0
24,기타유동부채,23188138632,22087650856,8856152716.0
25,당기법인세부채,13507651164,12690191213,3289053429.0
27,기타유동금융부채,516070544,184000000,498585064.0
28,유동리스부채,4405798544,4193493985,
29,비유동부채,175950058112,176153177037,84419627307.0
31,퇴직급여부채,30514363594,29914509184,17298760016.0
32,기타비유동금융부채,2956220664,1278876758,594658315.0
33,기타비유동부채,1428514878,146014,469123.0
35,이연법인세부채,26816077730,26779457066,21418422488.0
36,비유동리스부채,5371763769,8648636263,
37,부채총계,672515625616,647042371610,404569228944.0
46,자본과부채총계,1124142189722,1070930246805,720876009638.0
