,tag,제 48 기,제 47 기,제 46 기
0,자산,,,
1,유동자산,4150302651523,3507524565226,3525293145703
2,현금및현금성자산,1479767416889,803810427528,1002374471773
3,기타금융자산,54107908679,56203252379,243542157639
8,당기법인세자산,7596883891,20584030122,19206307573
9,재고자산,1337915721356,1271273631462,1115565877099
11,매각예정자산,198996129936,196701119382,
12,비유동자산,5075195824553,5166723664717,5119621060126
14,공정가치측정금융자산,200955141868,173348301305,150889138429
16,유형자산,4424362287775,4514510148372,4558010182821
17,사용권자산,93006082444,78741834202,
18,무형자산,138250894764,141150901464,162460608115
19,기타금융자산,18867166086,14932284711,36789814260
22,이연법인세자산,98654331683,143835047029,80884116755
23,자산 총계,9225498476076,8674248229943,8644914205829
24,부채,,,
25,유동부채,1914879973834,1850405466232,2509584012607
29,당기법인세부채,29335878884,103820681984,156011756482
31,유동성리스부채,14531142618,17096171856,
32,충당부채,1772851261,4984208121,3408156425
33,환불부채,23400025095,19531120647,16895712999
34,매각예정자산관련부채,34813347748,18874865868,
35,기타유동부채,46973894372,33312458733,40597301936
36,비유동부채,1400222562745,1393745878203,1188832636963
39,순확정급여부채,30567570059,38962230341,26141991061
40,장기리스부채,48066763662,31575051752,
41,이연법인세부채,1127598377,1196332280,1168906288
42,기타비유동부채,6684909685,11075315451,15306671215
43,부채 총계,3315102536579,3244151344435,3698416649570
54,부채 및 자본의 총계,9225498476076,8674248229943,8644914205829
