,tag,제 67 기,제 66 기,제 65 기
0,자산,,,
1,유동자산,48011572618,48737348022,52513688065
2,현금 및 현금성자산,16739566499,11981590078,10372436604
4,재고자산,11283530366,16248134091,20497612694
5,단기금융자산,3000000000,2000000000,0
6,기타유동자산,288324478,168160435,379386413
7,매각예정자산,0,591240000,686148965
8,비유동자산,150854349272,155328999739,147111688211
10,기타포괄손익-공정가치 측정 금융자산,3754307780,5243196550,2867258500
12,유형자산,26390099513,22830251152,26957680152
14,무형자산,142286578,1827307432,3055624308
15,사용권자산,4806320368,6442289708,0
16,자산총계,198865921890,204066347761,199625376276
17,부채,,,
18,유동부채,36738744532,57480137875,46096201143
21,유동성장기부채,3000000000,10000000000,0
22,당기법인세부채,222925731,671937102,38745551
23,기타유동부채,286128150,229062192,200377710
24,파생금융부채,80350688,0,0
25,유동리스부채,1756092460,1830612949,0
26,비유동부채,35680794933,16521651892,26473949103
30,파생금융부채,22805479,0,0
31,이연법인세부채,5792994239,5624273716,10753480054
32,비유동리스부채,3210602054,4723045560,0
33,부채총계,72419539465,74001789767,72570150246
42,자본과부채총계,198865921890,204066347761,199625376276
