,tag,제 7 기,제 6 기,제 5 기
0,자산,,,
1,유동자산,174031616373,127523421568,111715930133
2,현금및현금성자산,23393855956,8019092986,9427970517
5,재고자산,64698324416,48364200982,42935592361
6,기타유동자산,4107850988,4484672457,2481691108
7,비유동자산,209180359985,199063821402,194524003771
9,유형자산,201073280467,190124579713,183709983158
10,무형자산,3176242096,2542126369,2588295454
12,순확정급여자산,361816784,103575091,830449515
13,이연법인세자산,2929681170,1885289935,250423041
14,자산총계,383211976358,326587242970,306239933904
15,부채,,,
16,유동부채,120027744543,88484843665,64935499838
19,기타금융부채,57663732,61811821,54399969
21,당기법인세부채,6470709367,3734445655,1916464043
22,기타유동부채,15528995769,10288983502,8818185829
23,비유동부채,31345447013,29564282437,44942432763
25,기타금융부채,28997451,81805642,137875969
27,기타장기종업원부채,1769359445,1659540445,2110848648
28,부채총계,151373191556,118049126102,109877932601
37,자본과부채총계,383211976358,326587242970,306239933904
