,tag,제 52 기,제 51 기,제 50 기
0,자산,,,
1,유동자산,6692220,6016433,5977496
2,현금및현금성자산,1564305,1017373,826539
4,유동당기손익인식지정금융자산,8977,33245,89299
5,유동파생상품자산,166557,41899,34482
6,유동확정계약자산,64508,51697,58685
7,유동 당기손익-공정가치 측정 금융자산,15734,5789,62897
8,유동 상각후원가 측정 금융자산,,,29286
11,당기법인세자산,1995,2849,670
12,기타유동자산,522020,619536,535014
13,재고자산,1655435,1512174,1539923
14,매각예정자산,85413,61394,111631
15,비유동자산,4968320,4747079,4512793
17,비유동파생상품자산,33970,17007,4521
18,비유동확정계약자산,187,584,3623
19,비유동 당기손익-공정가치 측정 금융자산,233500,221345,194275
20,비유동 기타포괄손익-공정가치 측정 금융자산,5011,2736,4194
21,비유동 상각후원가 측정 금융자산,75178,73683,73689
26,이연법인세자산,77632,104188,94880
27,기타비유동자산,20629,12218,50173
28,사용권자산,118092,106973,
29,유형자산,2386919,2283401,2247103
31,무형자산,624396,593342,654276
32,자산총계,11660540,10763512,10490289
33,부채,,,
34,유동부채,4340518,3973388,3956639
35,유동파생상품부채,60165,43208,77189
36,유동확정계약부채,146581,33883,20722
41,유동리스부채,26447,22180,
42,유동금융부채,,,569
43,당기법인세부채,50010,16589,126411
44,유동성충당부채,57733,68424,78157
45,기타유동부채,394587,334566,283951
46,매각예정자산 관련 부채,14481,1207,18711
47,비유동부채,2871525,2518796,2174089
48,비유동당기손익인식지정금융부채,106706,,
49,비유동파생상품부채,33234,14107,22868
50,비유동확정계약부채,25467,1522,203
53,리스부채,64181,56831,
54,순확정급여부채,71640,88927,84550
55,이연법인세부채,170073,155759,161989
56,충당부채,13653,10411,17195
57,기타비유동부채,2816,3416,4868
58,부채총계,7212043,6492184,6130728
68,자본과부채총계,11660540,10763512,10490289
