,tag,제 38 기,제 37 기,제 36 기
0,자산,,,
1,비유동자산,193206928080,194850819269,176915065679
2,유형자산,176165101267,173635343015,171434156294
3,영업권 이외의 무형자산,1190686885,2565367877,3113128068
4,사용권자산,14193683315,16764226936,
6,비유동 당기손익-공정가치 측정 지정 금융자산,100610230,99618870,98355650
7,비유동 기타포괄손익-공정가치 측정 금융자산,778466980,898415380,875898260
8,이연법인세자산,7685172,4835932,3042720
9,기타비유동금융자산,620002691,581827641,1032388481
10,매각예정 비유동자산,,190000000,
11,유동자산,147004640374,170271636146,170885913508
12,재고자산,574884248,482281134,316933995
14,유동 당기손익-공정가치 의무 측정 금융자산,4913999120,4563879500,782170000
15,기타유동금융자산,39525570,45270840,39740720
16,기타유동자산,208165215,134098653,127793876
17,현금및현금성자산,43256283631,54490382695,50790305489
18,자산총계,340211568454,365312455415,347800979187
31,부채,,,
32,비유동부채,89886881434,87508718496,71760744100
34,퇴직급여부채,1561652320,2044348580,1314130792
35,이연법인세부채,2976841782,2780352828,2908934931
36,비유동계약부채,53474523451,50938466215,50200846673
37,비유동리스부채,12501877785,15059366188,
38,기타비유동부채,4372436096,561194685,656259802
39,유동부채,58653333734,92837764902,95984114038
42,당기법인세부채,1902682630,1115960163,2561879659
43,유동계약부채,5653346580,5147664295,5041754565
44,유동리스부채,1954053469,1965971135,
45,기타유동금융부채,2887371983,3372248504,3278445085
46,기타유동부채,2100485785,7273399876,2209814035
47,부채총계,148540215168,180346483398,167744858138
48,자본과부채총계,340211568454,365312455415,347800979187
