,tag,제 25 기,제 24 기,제 23 기
0,자산,,,
1,유동자산,117430547081,120454352188,127701174940
2,현금및현금성자산,22814499815,16205758371,15244504427
7,기타유동금융자산,3563161240,7313280612,9973308032
10,유동당기손익공정가치금융자산,1824303489,466708122,3957037590
11,유동 상각후원가 측정 금융자산,121180000,28500000,24930000
14,재고자산,21839959959,37270126490,39193094615
17,비유동자산,132113399226,94259589599,84715763211
18,기타비유동금융자산,19321178520,18109157544,12995085712
20,비유동당기손익공정가치금융자산,13325323377,4593399141,4107403289
21,비유동 상각후원가 측정 금융자산,106730000,226140000,1254640000
24,유형자산,88916184615,56326346625,57149961686
26,사용권자산,5166744335,146481797,
27,영업권 이외의 무형자산,7109541987,7376546737,5664444585
29,이연법인세자산,5163104310,3659428556,3010623263
30,자산총계,249543946307,214713941787,212416938151
31,부채,,,
32,유동부채,85707375997,81028327561,75259002293
38,유동성금융리스부채,387367734,67102170,
39,기타유동부채,11690623613,14244795817,20418750018
43,기타의 충당부채,367000000,1108000000,
44,당기법인세부채,125320003,62902172,1199268896
45,비유동부채,44370032412,10367893565,10452013724
49,비유동파생상품부채,2375963525,,
52,기타의충당부채,1513000000,3743000000,1921000000
54,확정급여부채,358079956,241287500,881913724
55,비유동금융리스부채,4849705838,84369388,
56,부채총계,130077408409,91396221126,85711016017
66,자본과부채총계,249543946307,214713941787,212416938151
