,tag,제 24 기,제 23 기,제 22 기
0,자산,,,
1,유동자산,2444363386090,2087864326836,1576408673266.0
2,"현금및현금성자산 (주33,34,35)",157272936923,303443276788,185592882727.0
9,"단기투자자산 (주8,33,34)",1323418923087,791801569831,948113664544.0
10,재고자산 (주9),714582529,2073250460,1004088797.0
11,기타유동자산 (주10),42440776057,42020670708,25142260477.0
12,당기법인세자산,407325965,1016257739,1069074070.0
13,비유동자산,1636845510532,1258513073549,1364870040778.0
18,"장기투자자산 (주8,33,34)",1021879580702,698725894421,895022363575.0
19,관계기업에 대한 투자자산 (주11),67325735906,43613965612,56380436362.0
21,"유형자산 (주13,20,21)",368440834281,350408848297,233876559108.0
22,무형자산 (주14),49661428833,49580055884,54377478827.0
23,기타비유동자산 (주10),5497557519,5982205808,10000000000.0
24,확정급여자산 (주19),3600764790,266843807,4213226220.0
25,이연법인세자산,743308221,826103945,5008379005.0
26,자산총계,4081208896622,3346377400385,2941278714044.0
27,부채,,,
28,유동부채,509342417280,449764539269,473074463192.0
31,"리스부채 (주20,33,34)",36907785032,31381390859,
32,당기법인세부채,140482813888,83392133892,71149631485.0
33,"기타유동부채 (주16,25)",246716369786,270816546752,213565997421.0
34,기타충당부채 (주17),,1618000,1618000.0
35,비유동부채,427179246186,384447430315,89232845728.0
36,"파생상품부채 (주21,33,34)",6034286102,8548104868,
38,확정급여부채 (주19),6888698410,12320467898,4101032199.0
41,"비유동리스부채 (주20,33,34)",45752384576,65714515759,
42,"기타비유동부채 (주16,25)",29132675686,11971364823,7999398961.0
43,기타충당부채 (주17),3023814917,2563864835,2407744553.0
44,이연법인세부채,61244809536,18176508436,63242810870.0
45,부채총계,936521663466,834211969584,562307308920.0
54,자본과부채총계,4081208896622,3346377400385,2941278714044.0
