,tag,제 40 기,제 39 기,제 38 기
0,자산,,,
1,유동자산,171639199115,162073794330,158585292221
2,현금및현금성자산,32323297449,18150209646,14293130893
5,기타금융자산,30420554501,42906557800,17138218100
6,재고자산,61195912930,65191008683,66779177044
7,기타유동자산,1252522913,1270905929,2048619598
8,당기법인세자산,6900032,0,0
9,비유동자산,75601646816,76489942564,70432492298
10,기타금융자산,1293235226,1335195223,1097480365
12,유형자산,65045922236,66516411330,61559009953
13,무형자산,1460642496,1597851504,1567132110
14,자산총계,247240845931,238563736894,229017784519
15,부채,,,
16,유동부채,34573064429,32903250621,37428353078
20,유동리스부채,695407146,941715650,0
21,기타유동부채,854661617,1360502694,857610405
22,유동충당부채,0,0,391335000
24,이연법인세부채,0,0,0
25,비유동부채,15464445606,15162484328,10240156695
26,비유동리스부채,3113479929,3956987042,0
27,순확정급여부채,225904028,544714958,1190036930
28,이연법인세부채,12125061649,10660782328,9050119765
29,부채총계,50037510035,48065734949,47668509773
39,자본과부채총계,247240845931,238563736894,229017784519
