,tag,제 45 기,제 44 기,제 43 기
0,자산,,,
1,유동자산,64739875503,62170138992,65219069849
2,"현금및현금성자산 (주5,7,32)",11013035034,7685798593,13884286874
4,"유동당기손익인식-공정가치측정금융자산 (주5,8,32)",7924674593,8635272996,10503046480
5,"유동 상각후원가 측정 금융자산 (주5,7,32)",2016219090,1016219090,0
7,"재고자산 (주10,17)",15076638281,16133320153,13015684549
8,기타유동자산 (주11),1057395460,933544899,373503542
9,비유동자산,30472818802,31795724843,25459636368
13,"유형자산 (주13,14,16,17,35)",24500642798,26360716341,20815383408
14,기타무형자산 (주15),974066268,1220250446,1298901429
15,종업원급여자산 (주21),0,592423148,0
16,자산총계,95212694305,93965863835,90678706217
17,부채,,,
18,유동부채,9478924802,10622088643,7776384252
22,"기타유동부채 (주14,20)",2551712664,1141810115,998768288
23,비유동부채,3394595471,2363999399,3078260395
27,"기타비유동부채 (주14,22)",44545876,36234506,0
28,이연법인세부채 (주33),520538420,364306198,588470023
29,부채총계,12873520273,12986088042,10854644647
39,자본과부채총계,95212694305,93965863835,90678706217
