,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20230322001134,K,00476498,컴투스,보통주,(주)컴투스홀딩스,최대주주,"3,780,308",29.38,"3,780,308",29.38,-
1,20230322001134,K,00476498,컴투스,보통주,이주환,등기임원,"5,840",0.05,"5,840",0.05,-
2,20230322001134,K,00476498,컴투스,보통주,박인혁,계열회사임원,"5,388",0.04,"8,768",0.07,장외/장내매수
3,20230322001134,K,00476498,컴투스,보통주,이용국,계열회사임원,600,0.00,600,0.00,-
4,20230322001134,K,00476498,컴투스,보통주,김진용,계열회사임원,"1,315",0.01,"1,615",0.01,-
5,20230322001134,K,00476498,컴투스,보통주,홍승준,계열회사임원,"1,495",0.01,"1,795",0.01,-
6,20230322001134,K,00476498,컴투스,보통주,조성완,계열회사임원,500,0.00,500,0.00,-
7,20230322001134,K,00476498,컴투스,보통주,이경일,계열회사임원,0,0.00,500,0.00,장내매수
8,20230322001134,K,00476498,컴투스,보통주,계,,"3,795,446",29.50,"3,799,926",29.53,-
9,20230322001134,K,00476498,컴투스,-,계,,-,-,-,-,-
