,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20220316000059,K,00579980,아이티엠반도체,보통주,(주)나이스홀딩스,최대주주,"7,380,809",31.94,"7,380,809",31.92,-
1,20220316000059,K,00579980,아이티엠반도체,보통주,진주형,계열회사 등기임원,"13,297",0.06,"13,297",0.06,-
2,20220316000059,K,00579980,아이티엠반도체,보통주,심철희,계열회사 등기임원,"12,934",0.06,"12,934",0.06,-
3,20220316000059,K,00579980,아이티엠반도체,보통주,천영익,계열회사 등기임원,"10,000",0.04,"12,260",0.05,장내매수
4,20220316000059,K,00579980,아이티엠반도체,보통주,정대규,등기임원,"10,016",0.04,"10,016",0.04,-
5,20220316000059,K,00579980,아이티엠반도체,보통주,김명수,계열회사 등기임원,"8,150",0.04,"8,150",0.04,-
6,20220316000059,K,00579980,아이티엠반도체,보통주,LEEJAYBOK,계열회사 등기임원,"4,400",0.02,0,0.00,-
7,20220316000059,K,00579980,아이티엠반도체,보통주,호경근,계열회사 등기임원,780,0.00,"2,280",0.01,장내매수
8,20220316000059,K,00579980,아이티엠반도체,보통주,허천,계열회사 등기임원,900,0.00,900,0.00,-
9,20220316000059,K,00579980,아이티엠반도체,보통주,이광현,계열회사 등기임원,206,0.00,356,0.00,장내매수
10,20220316000059,K,00579980,아이티엠반도체,보통주,이영균,계열회사 등기임원,10,0.00,0,0.00,장내매도
11,20220316000059,K,00579980,아이티엠반도체,보통주,나혁휘,대표이사,"1,911,049",8.27,"1,913,049",8.27,장내매수
12,20220316000059,K,00579980,아이티엠반도체,보통주,서울전자통신(주),계열회사,"1,900,411",8.22,"1,900,411",8.22,-
13,20220316000059,K,00579980,아이티엠반도체,보통주,김원우,최대주주의 최대주주,"1,571,047",6.80,"1,571,047",6.79,-
14,20220316000059,K,00579980,아이티엠반도체,보통주,나이스인프라(주),계열회사,"1,260,019",5.45,"1,260,019",5.45,-
15,20220316000059,K,00579980,아이티엠반도체,보통주,에스투비네트워크(주),계열회사,"918,287",3.97,"918,287",3.97,-
16,20220316000059,K,00579980,아이티엠반도체,보통주,(주)아이티엠반도체,자기주식,"413,284",1.79,"842,723",3.64,자기주식 취득
17,20220316000059,K,00579980,아이티엠반도체,보통주,황호석,등기임원,"80,236",0.35,"80,236",0.35,-
18,20220316000059,K,00579980,아이티엠반도체,보통주,황현구,계열회사 등기임원,"60,325",0.26,"60,325",0.26,-
19,20220316000059,K,00579980,아이티엠반도체,보통주,계,,"15,556,160",67.32,"15,987,099",69.14,-
20,20220316000059,K,00579980,아이티엠반도체,우선주,계,,-,-,-,-,-
