,rcept_no,corp_cls,corp_code,corp_name,stock_knd,nm,relate,bsis_posesn_stock_co,bsis_posesn_stock_qota_rt,trmend_posesn_stock_co,trmend_posesn_stock_qota_rt,rm
0,20210322001110,K,00838005,서진시스템,보통주,전동규,최대주주 본인,"5,793,150",32.01,"5,793,150",32.01,-
1,20210322001110,K,00838005,서진시스템,보통주,심영철,임원,"3,682",0.02,0,0.00,퇴임
2,20210322001110,K,00838005,서진시스템,보통주,김윤환,임원,"14,000",0.08,"14,000",0.08,-
3,20210322001110,K,00838005,서진시스템,보통주,안승호,임원,"5,098",0.03,0,0.00,퇴임
4,20210322001110,K,00838005,서진시스템,보통주,정영,임원,"11,336",0.06,"11,336",0.06,-
5,20210322001110,K,00838005,서진시스템,보통주,김사훈,임원,"11,490",0.06,"11,490",0.06,-
6,20210322001110,K,00838005,서진시스템,보통주,조홍일,임원,"25,000",0.14,"7,000",0.04,-
7,20210322001110,K,00838005,서진시스템,보통주,나풍호,임원,0,0.00,"18,000",0.10,-
8,20210322001110,K,00838005,서진시스템,보통주,황봉주,자회사임원,"4,160",0.02,"4,160",0.02,-
9,20210322001110,K,00838005,서진시스템,보통주,이갑칠,자회사임원,"1,340",0.01,690,0.01,-
10,20210322001110,K,00838005,서진시스템,보통주,최봉탁,자회사임원,"4,500",0.02,"4,500",0.02,-
11,20210322001110,K,00838005,서진시스템,보통주,소진화,임원,"30,000",0.17,"30,000",0.17,-
12,20210322001110,K,00838005,서진시스템,보통주,조영준,자회사임원,"1,060",0.01,"1,060",0.01,-
13,20210322001110,K,00838005,서진시스템,보통주,류영수,자회사임원,"17,622",0.10,"7,622",0.04,-
14,20210322001110,K,00838005,서진시스템,보통주,조성현,임원,"14,932",0.08,"5,000",0.03,-
15,20210322001110,K,00838005,서진시스템,보통주,정상수,임원,"6,040",0.03,"6,040",0.03,-
16,20210322001110,K,00838005,서진시스템,보통주,고용호,임원,"18,596",0.10,"18,596",0.10,-
17,20210322001110,K,00838005,서진시스템,보통주,이영대,임원,"27,056",0.15,"27,056",0.15,-
18,20210322001110,K,00838005,서진시스템,보통주,박세정,임원,"7,034",0.04,"7,034",0.04,-
19,20210322001110,K,00838005,서진시스템,보통주,오정근,임원,"16,656",0.09,"16,656",0.09,-
20,20210322001110,K,00838005,서진시스템,보통주,계,,"6,012,752",33.22,"5,983,390",33.06,-
21,20210322001110,K,00838005,서진시스템,우선주,계,,-,-,-,-,-
