,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 23 기,2020.12.31 현재,"515,238,214,157",제 22 기,2019.12.31 현재,"367,691,665,784",제 21 기,2018.12.31 현재,"271,444,768,849",1,KRW
1,재무상태표,비유동자산,제 23 기,2020.12.31 현재,"767,926,630,582",제 22 기,2019.12.31 현재,"560,143,219,639",제 21 기,2018.12.31 현재,"396,069,990,343",3,KRW
2,재무상태표,자산총계,제 23 기,2020.12.31 현재,"1,283,164,844,739",제 22 기,2019.12.31 현재,"927,834,885,423",제 21 기,2018.12.31 현재,"667,514,759,192",5,KRW
3,재무상태표,유동부채,제 23 기,2020.12.31 현재,"385,917,601,346",제 22 기,2019.12.31 현재,"260,635,090,380",제 21 기,2018.12.31 현재,"258,962,167,994",7,KRW
4,재무상태표,비유동부채,제 23 기,2020.12.31 현재,"308,533,150,345",제 22 기,2019.12.31 현재,"220,218,824,880",제 21 기,2018.12.31 현재,"176,691,335,177",9,KRW
5,재무상태표,부채총계,제 23 기,2020.12.31 현재,"694,450,751,691",제 22 기,2019.12.31 현재,"480,853,915,260",제 21 기,2018.12.31 현재,"435,653,503,171",11,KRW
6,재무상태표,자본금,제 23 기,2020.12.31 현재,"11,045,095,500",제 22 기,2019.12.31 현재,"11,045,095,500",제 21 기,2018.12.31 현재,"11,045,095,500",13,KRW
7,재무상태표,이익잉여금,제 23 기,2020.12.31 현재,"134,456,390,690",제 22 기,2019.12.31 현재,"118,453,642,655",제 21 기,2018.12.31 현재,"23,233,901,665",17,KRW
8,재무상태표,자본총계,제 23 기,2020.12.31 현재,"588,714,093,048",제 22 기,2019.12.31 현재,"446,980,970,163",제 21 기,2018.12.31 현재,"231,861,256,021",21,KRW
9,손익계산서,매출액,제 23 기,2020.01.01 ~ 2020.12.31,"946,809,640,015",제 22 기,2019.01.01 ~ 2019.12.31,"702,272,500,906",제 21 기,2018.01.01 ~ 2018.12.31,"669,407,171,058",23,KRW
10,손익계산서,영업이익,제 23 기,2020.01.01 ~ 2020.12.31,"82,365,114,852",제 22 기,2019.01.01 ~ 2019.12.31,"47,805,818,924",제 21 기,2018.01.01 ~ 2018.12.31,"62,313,475,758",25,KRW
11,손익계산서,법인세차감전 순이익,제 23 기,2020.01.01 ~ 2020.12.31,"59,670,730,533",제 22 기,2019.01.01 ~ 2019.12.31,"24,821,211,188",제 21 기,2018.01.01 ~ 2018.12.31,"54,710,309,362",27,KRW
12,손익계산서,당기순이익,제 23 기,2020.01.01 ~ 2020.12.31,"54,182,500,584",제 22 기,2019.01.01 ~ 2019.12.31,"37,363,584,377",제 21 기,2018.01.01 ~ 2018.12.31,"46,206,659,333",29,KRW
13,손익계산서,당기순이익(손실),제 23 기,2020.01.01 ~ 2020.12.31,"54,182,500,584",제 22 기,2019.01.01 ~ 2019.12.31,"37,363,584,377",제 21 기,2018.01.01 ~ 2018.12.31,"46,206,659,333",61,KRW
14,재무상태표,유동자산,제 23 기,2020.12.31 현재,"120,965,358,472",제 22 기,2019.12.31 현재,"54,823,763,328",제 21 기,2018.12.31 현재,"43,065,193,013",2,KRW
15,재무상태표,비유동자산,제 23 기,2020.12.31 현재,"542,177,947,266",제 22 기,2019.12.31 현재,"326,111,849,190",제 21 기,2018.12.31 현재,"215,180,282,952",4,KRW
16,재무상태표,자산총계,제 23 기,2020.12.31 현재,"663,143,305,738",제 22 기,2019.12.31 현재,"380,935,612,518",제 21 기,2018.12.31 현재,"258,245,475,965",6,KRW
17,재무상태표,유동부채,제 23 기,2020.12.31 현재,"143,707,853,243",제 22 기,2019.12.31 현재,"46,056,311,892",제 21 기,2018.12.31 현재,"29,660,687,812",8,KRW
18,재무상태표,비유동부채,제 23 기,2020.12.31 현재,"28,282,782,237",제 22 기,2019.12.31 현재,"29,629,200,407",제 21 기,2018.12.31 현재,"14,712,732,649",10,KRW
19,재무상태표,부채총계,제 23 기,2020.12.31 현재,"171,990,635,480",제 22 기,2019.12.31 현재,"75,685,512,299",제 21 기,2018.12.31 현재,"44,373,420,461",12,KRW
20,재무상태표,자본금,제 23 기,2020.12.31 현재,"11,045,095,500",제 22 기,2019.12.31 현재,"11,045,095,500",제 21 기,2018.12.31 현재,"11,045,095,500",15,KRW
21,재무상태표,이익잉여금,제 23 기,2020.12.31 현재,"410,614,604,606",제 22 기,2019.12.31 현재,"237,091,332,553",제 21 기,2018.12.31 현재,"76,185,766,395",19,KRW
22,재무상태표,자본총계,제 23 기,2020.12.31 현재,"491,152,670,258",제 22 기,2019.12.31 현재,"305,250,100,219",제 21 기,2018.12.31 현재,"213,872,055,504",22,KRW
