,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 23 기,2020.12.31 현재,"1,498,178,290,711",제 22 기,2019.12.31 현재,"1,878,191,161,386",제 21 기,2018.12.31 현재,"1,759,033,105,083",1,KRW
1,재무상태표,비유동자산,제 23 기,2020.12.31 현재,"2,143,453,910,259",제 22 기,2019.12.31 현재,"2,559,928,144,282",제 21 기,2018.12.31 현재,"2,472,208,249,236",3,KRW
2,재무상태표,자산총계,제 23 기,2020.12.31 현재,"3,641,632,200,970",제 22 기,2019.12.31 현재,"4,438,119,305,668",제 21 기,2018.12.31 현재,"4,231,241,354,319",5,KRW
3,재무상태표,유동부채,제 23 기,2020.12.31 현재,"329,969,961,102",제 22 기,2019.12.31 현재,"651,342,606,881",제 21 기,2018.12.31 현재,"636,028,473,034",7,KRW
4,재무상태표,비유동부채,제 23 기,2020.12.31 현재,"64,633,659,478",제 22 기,2019.12.31 현재,"69,017,622,544",제 21 기,2018.12.31 현재,"8,435,792,006",9,KRW
5,재무상태표,부채총계,제 23 기,2020.12.31 현재,"394,603,620,580",제 22 기,2019.12.31 현재,"720,360,229,425",제 21 기,2018.12.31 현재,"644,464,265,040",11,KRW
6,재무상태표,자본금,제 23 기,2020.12.31 현재,"234,754,605,174",제 22 기,2019.12.31 현재,"234,754,605,174",제 21 기,2018.12.31 현재,"234,754,605,174",13,KRW
7,재무상태표,이익잉여금,제 23 기,2020.12.31 현재,"3,184,795,742,407",제 22 기,2019.12.31 현재,"3,655,506,883,996",제 21 기,2018.12.31 현재,"3,524,520,490,647",17,KRW
8,재무상태표,자본총계,제 23 기,2020.12.31 현재,"3,247,028,580,390",제 22 기,2019.12.31 현재,"3,717,759,076,243",제 21 기,2018.12.31 현재,"3,586,777,089,279",21,KRW
9,손익계산서,매출액,제 23 기,2020.01.01 ~ 2020.12.31,"478,578,866,341",제 22 기,2019.01.01 ~ 2019.12.31,"1,520,080,448,803",제 21 기,2018.01.01 ~ 2018.12.31,"1,438,059,298,970",23,KRW
10,손익계산서,영업이익,제 23 기,2020.01.01 ~ 2020.12.31,"-431,583,873,583",제 22 기,2019.01.01 ~ 2019.12.31,"501,153,152,199",제 21 기,2018.01.01 ~ 2018.12.31,"430,699,990,552",25,KRW
11,손익계산서,법인세차감전 순이익,제 23 기,2020.01.01 ~ 2020.12.31,"-404,500,738,549",제 22 기,2019.01.01 ~ 2019.12.31,"488,924,924,588",제 21 기,2018.01.01 ~ 2018.12.31,"410,687,882,843",27,KRW
12,손익계산서,당기순이익,제 23 기,2020.01.01 ~ 2020.12.31,"-275,879,104,412",제 22 기,2019.01.01 ~ 2019.12.31,"334,653,892,485",제 21 기,2018.01.01 ~ 2018.12.31,"297,236,881,419",29,KRW
13,손익계산서,당기순이익(손실),제 23 기,2020.01.01 ~ 2020.12.31,"-275,879,104,412",제 22 기,2019.01.01 ~ 2019.12.31,"334,653,892,485",제 21 기,2018.01.01 ~ 2018.12.31,"297,236,881,419",61,KRW
14,재무상태표,유동자산,제 23 기,2020.12.31 현재,"1,486,092,359,869",제 22 기,2019.12.31 현재,"1,868,365,557,190",제 21 기,2018.12.31 현재,"1,749,493,011,790",2,KRW
15,재무상태표,비유동자산,제 23 기,2020.12.31 현재,"2,149,881,540,345",제 22 기,2019.12.31 현재,"2,568,096,395,680",제 21 기,2018.12.31 현재,"2,480,137,528,869",4,KRW
16,재무상태표,자산총계,제 23 기,2020.12.31 현재,"3,635,973,900,214",제 22 기,2019.12.31 현재,"4,436,461,952,870",제 21 기,2018.12.31 현재,"4,229,630,540,659",6,KRW
17,재무상태표,유동부채,제 23 기,2020.12.31 현재,"328,578,630,167",제 22 기,2019.12.31 현재,"650,507,914,246",제 21 기,2018.12.31 현재,"635,168,404,853",8,KRW
18,재무상태표,비유동부채,제 23 기,2020.12.31 현재,"62,651,295,163",제 22 기,2019.12.31 현재,"67,521,037,660",제 21 기,2018.12.31 현재,"8,009,602,600",10,KRW
19,재무상태표,부채총계,제 23 기,2020.12.31 현재,"391,229,925,330",제 22 기,2019.12.31 현재,"718,028,951,906",제 21 기,2018.12.31 현재,"643,178,007,453",12,KRW
20,재무상태표,자본금,제 23 기,2020.12.31 현재,"234,754,605,174",제 22 기,2019.12.31 현재,"234,754,605,174",제 21 기,2018.12.31 현재,"234,754,605,174",15,KRW
21,재무상태표,이익잉여금,제 23 기,2020.12.31 현재,"3,182,492,118,379",제 22 기,2019.12.31 현재,"3,656,181,144,459",제 21 기,2018.12.31 현재,"3,524,200,676,701",19,KRW
22,재무상태표,자본총계,제 23 기,2020.12.31 현재,"3,244,743,974,884",제 22 기,2019.12.31 현재,"3,718,433,000,964",제 21 기,2018.12.31 현재,"3,586,452,533,206",22,KRW
23,손익계산서,매출액,제 23 기,2020.01.01 ~ 2020.12.31,"477,474,857,789",제 22 기,2019.01.01 ~ 2019.12.31,"1,517,612,251,741",제 21 기,2018.01.01 ~ 2018.12.31,"1,436,042,435,255",24,KRW
24,손익계산서,영업이익,제 23 기,2020.01.01 ~ 2020.12.31,"-430,879,909,084",제 22 기,2019.01.01 ~ 2019.12.31,"502,725,263,905",제 21 기,2018.01.01 ~ 2018.12.31,"434,851,736,806",26,KRW
25,손익계산서,법인세차감전 순이익,제 23 기,2020.01.01 ~ 2020.12.31,"-407,384,829,005",제 22 기,2019.01.01 ~ 2019.12.31,"489,880,540,015",제 21 기,2018.01.01 ~ 2018.12.31,"410,771,115,195",28,KRW
26,손익계산서,당기순이익,제 23 기,2020.01.01 ~ 2020.12.31,"-278,763,194,868",제 22 기,2019.01.01 ~ 2019.12.31,"335,609,507,912",제 21 기,2018.01.01 ~ 2018.12.31,"297,320,113,771",30,KRW
27,손익계산서,당기순이익(손실),제 23 기,2020.01.01 ~ 2020.12.31,"-278,763,194,868",제 22 기,2019.01.01 ~ 2019.12.31,"335,609,507,912",제 21 기,2018.01.01 ~ 2018.12.31,"297,320,113,771",62,KRW
