,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 31 기,2020.12.31 현재,"405,874,425,055",제 30 기,2019.12.31 현재,"307,051,619,894",제 29 기,2018.12.31 현재,"230,116,597,522",1,KRW
1,재무상태표,비유동자산,제 31 기,2020.12.31 현재,"812,631,358,227",제 30 기,2019.12.31 현재,"784,895,452,025",제 29 기,2018.12.31 현재,"649,184,132,581",3,KRW
2,재무상태표,자산총계,제 31 기,2020.12.31 현재,"1,218,505,783,282",제 30 기,2019.12.31 현재,"1,091,947,071,919",제 29 기,2018.12.31 현재,"879,300,730,103",5,KRW
3,재무상태표,유동부채,제 31 기,2020.12.31 현재,"362,502,662,782",제 30 기,2019.12.31 현재,"349,397,574,799",제 29 기,2018.12.31 현재,"216,934,404,903",7,KRW
4,재무상태표,비유동부채,제 31 기,2020.12.31 현재,"68,394,064,039",제 30 기,2019.12.31 현재,"141,914,646,026",제 29 기,2018.12.31 현재,"169,330,553,809",9,KRW
5,재무상태표,부채총계,제 31 기,2020.12.31 현재,"430,896,726,821",제 30 기,2019.12.31 현재,"491,312,220,825",제 29 기,2018.12.31 현재,"386,264,958,712",11,KRW
6,재무상태표,자본금,제 31 기,2020.12.31 현재,"9,288,359,500",제 30 기,2019.12.31 현재,"9,192,697,000",제 29 기,2018.12.31 현재,"8,969,483,000",13,KRW
7,재무상태표,이익잉여금,제 31 기,2020.12.31 현재,"315,184,365,954",제 30 기,2019.12.31 현재,"206,222,562,260",제 29 기,2018.12.31 현재,"169,173,605,489",17,KRW
8,재무상태표,자본총계,제 31 기,2020.12.31 현재,"787,609,056,461",제 30 기,2019.12.31 현재,"600,634,851,094",제 29 기,2018.12.31 현재,"493,035,771,391",21,KRW
9,손익계산서,매출액,제 31 기,2020.01.01 ~ 2020.12.31,"675,480,246,344",제 30 기,2019.01.01 ~ 2019.12.31,"499,538,615,091",제 29 기,2018.01.01 ~ 2018.12.31,"483,253,404,999",23,KRW
