,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 15 기,2020.12.31 현재,"363,796,764,672",제 14 기,2019.12.31 현재,"391,093,532,221",제 13 기,2018.12.31 현재,"390,707,891,677",1,KRW
1,재무상태표,비유동자산,제 15 기,2020.12.31 현재,"144,322,580,746",제 14 기,2019.12.31 현재,"148,319,348,904",제 13 기,2018.12.31 현재,"144,872,734,638",3,KRW
2,재무상태표,자산총계,제 15 기,2020.12.31 현재,"508,119,345,418",제 14 기,2019.12.31 현재,"539,412,881,125",제 13 기,2018.12.31 현재,"535,580,626,315",5,KRW
3,재무상태표,유동부채,제 15 기,2020.12.31 현재,"38,929,370,789",제 14 기,2019.12.31 현재,"57,440,580,661",제 13 기,2018.12.31 현재,"51,932,883,616",7,KRW
4,재무상태표,비유동부채,제 15 기,2020.12.31 현재,"888,841,245",제 14 기,2019.12.31 현재,"6,270,564,055",제 13 기,2018.12.31 현재,"8,901,804,003",9,KRW
5,재무상태표,부채총계,제 15 기,2020.12.31 현재,"39,818,212,034",제 14 기,2019.12.31 현재,"63,711,144,716",제 13 기,2018.12.31 현재,"60,834,687,619",11,KRW
6,재무상태표,자본금,제 15 기,2020.12.31 현재,"10,964,657,500",제 14 기,2019.12.31 현재,"10,964,657,500",제 13 기,2018.12.31 현재,"10,964,657,500",13,KRW
7,재무상태표,이익잉여금,제 15 기,2020.12.31 현재,"115,421,350,867",제 14 기,2019.12.31 현재,"130,956,425,340",제 13 기,2018.12.31 현재,"138,815,009,957",17,KRW
8,재무상태표,자본총계,제 15 기,2020.12.31 현재,"468,301,133,384",제 14 기,2019.12.31 현재,"475,701,736,409",제 13 기,2018.12.31 현재,"474,745,938,696",21,KRW
9,손익계산서,매출액,제 15 기,2020.01.01 ~ 2020.12.31,"146,378,358,748",제 14 기,2019.01.01 ~ 2019.12.31,"202,551,772,923",제 13 기,2018.01.01 ~ 2018.12.31,"211,014,155,844",23,KRW
10,손익계산서,영업이익,제 15 기,2020.01.01 ~ 2020.12.31,"3,755,262,599",제 14 기,2019.01.01 ~ 2019.12.31,"12,993,223,278",제 13 기,2018.01.01 ~ 2018.12.31,"21,123,820,635",25,KRW
11,손익계산서,법인세차감전 순이익,제 15 기,2020.01.01 ~ 2020.12.31,"3,567,906,753",제 14 기,2019.01.01 ~ 2019.12.31,"17,612,253,759",제 13 기,2018.01.01 ~ 2018.12.31,"27,244,653,949",27,KRW
12,손익계산서,당기순이익,제 15 기,2020.01.01 ~ 2020.12.31,"-3,502,062,310",제 14 기,2019.01.01 ~ 2019.12.31,"7,436,709,217",제 13 기,2018.01.01 ~ 2018.12.31,"18,555,764,161",29,KRW
13,손익계산서,당기순이익(손실),제 15 기,2020.01.01 ~ 2020.12.31,"-3,502,062,310",제 14 기,2019.01.01 ~ 2019.12.31,"7,436,709,217",제 13 기,2018.01.01 ~ 2018.12.31,"18,555,764,161",61,KRW
14,재무상태표,유동자산,제 15 기,2020.12.31 현재,"240,334,540,458",제 14 기,2019.12.31 현재,"282,412,238,799",제 13 기,2018.12.31 현재,"322,161,790,289",2,KRW
15,재무상태표,비유동자산,제 15 기,2020.12.31 현재,"188,996,334,220",제 14 기,2019.12.31 현재,"184,651,832,397",제 13 기,2018.12.31 현재,"152,170,282,470",4,KRW
16,재무상태표,자산총계,제 15 기,2020.12.31 현재,"429,330,874,678",제 14 기,2019.12.31 현재,"467,064,071,196",제 13 기,2018.12.31 현재,"474,332,072,759",6,KRW
17,재무상태표,유동부채,제 15 기,2020.12.31 현재,"12,908,446,275",제 14 기,2019.12.31 현재,"33,690,856,957",제 13 기,2018.12.31 현재,"34,159,638,192",8,KRW
18,재무상태표,비유동부채,제 15 기,2020.12.31 현재,"214,919,006",제 14 기,2019.12.31 현재,"1,794,249,931",제 13 기,2018.12.31 현재,"1,826,095,540",10,KRW
19,재무상태표,부채총계,제 15 기,2020.12.31 현재,"13,123,365,281",제 14 기,2019.12.31 현재,"35,485,106,888",제 13 기,2018.12.31 현재,"35,985,733,732",12,KRW
20,재무상태표,자본금,제 15 기,2020.12.31 현재,"10,964,657,500",제 14 기,2019.12.31 현재,"10,964,657,500",제 13 기,2018.12.31 현재,"10,964,657,500",15,KRW
21,재무상태표,이익잉여금,제 15 기,2020.12.31 현재,"117,024,996,283",제 14 기,2019.12.31 현재,"133,138,040,099",제 13 기,2018.12.31 현재,"139,377,474,803",19,KRW
22,재무상태표,자본총계,제 15 기,2020.12.31 현재,"416,207,509,397",제 14 기,2019.12.31 현재,"431,578,964,308",제 13 기,2018.12.31 현재,"438,346,339,027",22,KRW
23,손익계산서,매출액,제 15 기,2020.01.01 ~ 2020.12.31,"56,565,412,771",제 14 기,2019.01.01 ~ 2019.12.31,"102,894,956,562",제 13 기,2018.01.01 ~ 2018.12.31,"142,741,564,538",24,KRW
24,손익계산서,영업이익,제 15 기,2020.01.01 ~ 2020.12.31,"-19,929,936,391",제 14 기,2019.01.01 ~ 2019.12.31,"-9,614,750,897",제 13 기,2018.01.01 ~ 2018.12.31,"2,736,021,308",26,KRW
25,손익계산서,법인세차감전 순이익,제 15 기,2020.01.01 ~ 2020.12.31,"-15,199,611,577",제 14 기,2019.01.01 ~ 2019.12.31,"748,140,131",제 13 기,2018.01.01 ~ 2018.12.31,"12,040,284,910",28,KRW
26,손익계산서,당기순이익,제 15 기,2020.01.01 ~ 2020.12.31,"-14,958,328,521",제 14 기,2019.01.01 ~ 2019.12.31,"-3,099,621,958",제 13 기,2018.01.01 ~ 2018.12.31,"8,802,618,850",30,KRW
27,손익계산서,당기순이익(손실),제 15 기,2020.01.01 ~ 2020.12.31,"-14,958,328,521",제 14 기,2019.01.01 ~ 2019.12.31,"-3,099,621,958",제 13 기,2018.01.01 ~ 2018.12.31,"8,802,618,850",62,KRW
