,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 23 기,2020.12.31 현재,"261,618,204,006",제 22 기,2019.12.31 현재,"158,733,888,823",제 21 기,2018.12.31 현재,"132,044,385,194",1,KRW
1,재무상태표,비유동자산,제 23 기,2020.12.31 현재,"342,656,850,491",제 22 기,2019.12.31 현재,"218,387,942,192",제 21 기,2018.12.31 현재,"152,861,358,127",3,KRW
2,재무상태표,자산총계,제 23 기,2020.12.31 현재,"604,275,054,497",제 22 기,2019.12.31 현재,"377,121,831,015",제 21 기,2018.12.31 현재,"284,905,743,321",5,KRW
3,재무상태표,유동부채,제 23 기,2020.12.31 현재,"276,834,423,937",제 22 기,2019.12.31 현재,"138,908,624,798",제 21 기,2018.12.31 현재,"105,598,789,294",7,KRW
4,재무상태표,비유동부채,제 23 기,2020.12.31 현재,"25,189,660,827",제 22 기,2019.12.31 현재,"17,086,408,613",제 21 기,2018.12.31 현재,"36,552,725,930",9,KRW
5,재무상태표,부채총계,제 23 기,2020.12.31 현재,"302,024,084,764",제 22 기,2019.12.31 현재,"155,995,033,411",제 21 기,2018.12.31 현재,"142,151,515,224",11,KRW
6,재무상태표,자본금,제 23 기,2020.12.31 현재,"6,659,754,300",제 22 기,2019.12.31 현재,"6,106,511,700",제 21 기,2018.12.31 현재,"2,515,280,000",13,KRW
7,재무상태표,이익잉여금,제 23 기,2020.12.31 현재,"172,743,670,165",제 22 기,2019.12.31 현재,"166,796,655,089",제 21 기,2018.12.31 현재,"142,427,782,749",17,KRW
8,재무상태표,자본총계,제 23 기,2020.12.31 현재,"302,250,969,733",제 22 기,2019.12.31 현재,"221,126,797,604",제 21 기,2018.12.31 현재,"142,754,228,097",21,KRW
9,손익계산서,매출액,제 23 기,2020.01.01 ~ 2020.12.31,"1,045,847,643,326",제 22 기,2019.01.01 ~ 2019.12.31,"559,670,324,386",제 21 기,2018.01.01 ~ 2018.12.31,"601,545,649,192",23,KRW
