,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 54 기,2020.12.31 현재,"200,422,315,638",제 53 기,2019.12.31 현재,"203,736,502,312",제 52 기,2018.12.31 현재,"201,497,896,492",1,KRW
1,재무상태표,비유동자산,제 54 기,2020.12.31 현재,"224,931,327,678",제 53 기,2019.12.31 현재,"260,988,737,994",제 52 기,2018.12.31 현재,"222,917,508,665",3,KRW
2,재무상태표,자산총계,제 54 기,2020.12.31 현재,"425,353,643,316",제 53 기,2019.12.31 현재,"464,725,240,306",제 52 기,2018.12.31 현재,"424,415,405,157",5,KRW
3,재무상태표,유동부채,제 54 기,2020.12.31 현재,"84,323,752,169",제 53 기,2019.12.31 현재,"49,711,152,536",제 52 기,2018.12.31 현재,"47,764,753,595",7,KRW
4,재무상태표,비유동부채,제 54 기,2020.12.31 현재,"68,495,696,245",제 53 기,2019.12.31 현재,"91,979,466,089",제 52 기,2018.12.31 현재,"57,531,798,360",9,KRW
5,재무상태표,부채총계,제 54 기,2020.12.31 현재,"152,819,448,414",제 53 기,2019.12.31 현재,"141,690,618,625",제 52 기,2018.12.31 현재,"105,296,551,955",11,KRW
6,재무상태표,자본금,제 54 기,2020.12.31 현재,"15,831,775,000",제 53 기,2019.12.31 현재,"15,831,775,000",제 52 기,2018.12.31 현재,"15,831,775,000",13,KRW
7,재무상태표,이익잉여금,제 54 기,2020.12.31 현재,"210,047,751,338",제 53 기,2019.12.31 현재,"259,095,997,357",제 52 기,2018.12.31 현재,"254,986,723,359",17,KRW
8,재무상태표,자본총계,제 54 기,2020.12.31 현재,"272,534,194,902",제 53 기,2019.12.31 현재,"323,034,621,681",제 52 기,2018.12.31 현재,"319,118,853,202",21,KRW
9,손익계산서,매출액,제 54 기,2020.01.01 ~ 2020.12.31,"298,900,583,931",제 53 기,2019.01.01 ~ 2019.12.31,"503,778,116,170",제 52 기,2018.01.01 ~ 2018.12.31,"499,998,632,596",23,KRW
10,손익계산서,영업이익,제 54 기,2020.01.01 ~ 2020.12.31,"-48,985,070,314",제 53 기,2019.01.01 ~ 2019.12.31,"22,405,530,974",제 52 기,2018.01.01 ~ 2018.12.31,"20,643,148,144",25,KRW
11,손익계산서,법인세차감전 순이익,제 54 기,2020.01.01 ~ 2020.12.31,"-53,307,442,708",제 53 기,2019.01.01 ~ 2019.12.31,"21,715,479,576",제 52 기,2018.01.01 ~ 2018.12.31,"20,248,887,550",27,KRW
12,손익계산서,당기순이익,제 54 기,2020.01.01 ~ 2020.12.31,"-47,459,465,334",제 53 기,2019.01.01 ~ 2019.12.31,"16,263,109,328",제 52 기,2018.01.01 ~ 2018.12.31,"18,836,150,167",29,KRW
13,손익계산서,당기순이익(손실),제 54 기,2020.01.01 ~ 2020.12.31,"-47,459,465,334",제 53 기,2019.01.01 ~ 2019.12.31,"16,263,109,328",제 52 기,2018.01.01 ~ 2018.12.31,"18,836,150,167",61,KRW
14,재무상태표,유동자산,제 54 기,2020.12.31 현재,"194,783,753,494",제 53 기,2019.12.31 현재,"195,127,895,705",제 52 기,2018.12.31 현재,"189,719,577,189",2,KRW
