,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 19 기,2020.12.31 현재,"23,239,420,000,000",제 18 기,2019.12.31 현재,"19,753,485,000,000",제 17 기,2018.12.31 현재,"19,362,854,000,000",1,KRW
1,재무상태표,비유동자산,제 19 기,2020.12.31 현재,"24,964,807,000,000",제 18 기,2019.12.31 현재,"25,106,390,000,000",제 17 기,2018.12.31 현재,"24,965,589,000,000",3,KRW
2,재무상태표,자산총계,제 19 기,2020.12.31 현재,"48,204,227,000,000",제 18 기,2019.12.31 현재,"44,859,875,000,000",제 17 기,2018.12.31 현재,"44,328,443,000,000",5,KRW
3,재무상태표,유동부채,제 19 기,2020.12.31 현재,"20,207,492,000,000",제 18 기,2019.12.31 현재,"17,657,916,000,000",제 17 기,2018.12.31 현재,"17,135,029,000,000",7,KRW
4,재무상태표,비유동부채,제 19 기,2020.12.31 현재,"10,454,610,000,000",제 18 기,2019.12.31 현재,"10,776,821,000,000",제 17 기,2018.12.31 현재,"10,886,507,000,000",9,KRW
5,재무상태표,부채총계,제 19 기,2020.12.31 현재,"30,662,102,000,000",제 18 기,2019.12.31 현재,"28,434,737,000,000",제 17 기,2018.12.31 현재,"28,021,536,000,000",11,KRW
6,재무상태표,자본금,제 19 기,2020.12.31 현재,"904,169,000,000",제 18 기,2019.12.31 현재,"904,169,000,000",제 17 기,2018.12.31 현재,"904,169,000,000",13,KRW
7,재무상태표,이익잉여금,제 19 기,2020.12.31 현재,"13,652,837,000,000",제 18 기,2019.12.31 현재,"11,857,302,000,000",제 17 기,2018.12.31 현재,"12,075,414,000,000",17,KRW
8,재무상태표,자본총계,제 19 기,2020.12.31 현재,"17,542,125,000,000",제 18 기,2019.12.31 현재,"16,425,138,000,000",제 17 기,2018.12.31 현재,"16,306,907,000,000",21,KRW
9,손익계산서,매출액,제 19 기,2020.01.01 ~ 2020.12.31,"63,262,046,000,000",제 18 기,2019.01.01 ~ 2019.12.31,"62,306,175,000,000",제 17 기,2018.01.01 ~ 2018.12.31,"61,341,664,000,000",23,KRW
10,손익계산서,영업이익,제 19 기,2020.01.01 ~ 2020.12.31,"3,194,987,000,000",제 18 기,2019.01.01 ~ 2019.12.31,"2,436,139,000,000",제 17 기,2018.01.01 ~ 2018.12.31,"2,703,291,000,000",25,KRW
11,손익계산서,법인세차감전 순이익,제 19 기,2020.01.01 ~ 2020.12.31,"2,455,643,000,000",제 18 기,2019.01.01 ~ 2019.12.31,"528,638,000,000",제 17 기,2018.01.01 ~ 2018.12.31,"2,008,575,000,000",27,KRW
12,손익계산서,당기순이익,제 19 기,2020.01.01 ~ 2020.12.31,"2,063,790,000,000",제 18 기,2019.01.01 ~ 2019.12.31,"179,948,000,000",제 17 기,2018.01.01 ~ 2018.12.31,"1,472,814,000,000",29,KRW
13,손익계산서,당기순이익(손실),제 19 기,2020.01.01 ~ 2020.12.31,"2,063,790,000,000",제 18 기,2019.01.01 ~ 2019.12.31,"179,948,000,000",제 17 기,2018.01.01 ~ 2018.12.31,"1,472,814,000,000",61,KRW
14,재무상태표,유동자산,제 19 기,2020.12.31 현재,"9,669,743,000,000",제 18 기,2019.12.31 현재,"7,700,203,000,000",제 17 기,2018.12.31 현재,"7,838,343,000,000",2,KRW
15,재무상태표,비유동자산,제 19 기,2020.12.31 현재,"20,030,244,000,000",제 18 기,2019.12.31 현재,"19,774,688,000,000",제 17 기,2018.12.31 현재,"20,027,120,000,000",4,KRW
16,재무상태표,자산총계,제 19 기,2020.12.31 현재,"29,699,987,000,000",제 18 기,2019.12.31 현재,"27,474,891,000,000",제 17 기,2018.12.31 현재,"27,865,463,000,000",6,KRW
17,재무상태표,유동부채,제 19 기,2020.12.31 현재,"12,101,343,000,000",제 18 기,2019.12.31 현재,"10,540,720,000,000",제 17 기,2018.12.31 현재,"10,758,238,000,000",8,KRW
18,재무상태표,비유동부채,제 19 기,2020.12.31 현재,"7,676,911,000,000",제 18 기,2019.12.31 현재,"8,040,841,000,000",제 17 기,2018.12.31 현재,"7,744,345,000,000",10,KRW
19,재무상태표,부채총계,제 19 기,2020.12.31 현재,"19,778,254,000,000",제 18 기,2019.12.31 현재,"18,581,561,000,000",제 17 기,2018.12.31 현재,"18,502,583,000,000",12,KRW
20,재무상태표,자본금,제 19 기,2020.12.31 현재,"904,169,000,000",제 18 기,2019.12.31 현재,"904,169,000,000",제 17 기,2018.12.31 현재,"904,169,000,000",15,KRW
21,재무상태표,이익잉여금,제 19 기,2020.12.31 현재,"6,018,118,000,000",제 18 기,2019.12.31 현재,"5,006,105,000,000",제 17 기,2018.12.31 현재,"5,460,710,000,000",19,KRW
22,재무상태표,자본총계,제 19 기,2020.12.31 현재,"9,921,733,000,000",제 18 기,2019.12.31 현재,"8,893,330,000,000",제 17 기,2018.12.31 현재,"9,362,880,000,000",22,KRW
23,손익계산서,매출액,제 19 기,2020.01.01 ~ 2020.12.31,"28,435,323,000,000",제 18 기,2019.01.01 ~ 2019.12.31,"28,654,467,000,000",제 17 기,2018.01.01 ~ 2018.12.31,"29,982,010,000,000",24,KRW
24,손익계산서,영업이익,제 19 기,2020.01.01 ~ 2020.12.31,"746,991,000,000",제 18 기,2019.01.01 ~ 2019.12.31,"166,009,000,000",제 17 기,2018.01.01 ~ 2018.12.31,"487,716,000,000",26,KRW
