,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 38 기,2020.12.31 현재,"147,004,640,374",제 37 기,2019.12.31 현재,"170,271,636,146",제 36 기,2018.12.31 현재,"170,885,913,508",1,KRW
1,재무상태표,비유동자산,제 38 기,2020.12.31 현재,"193,206,928,080",제 37 기,2019.12.31 현재,"194,850,819,269",제 36 기,2018.12.31 현재,"176,915,065,679",3,KRW
2,재무상태표,자산총계,제 38 기,2020.12.31 현재,"340,211,568,454",제 37 기,2019.12.31 현재,"365,312,455,415",제 36 기,2018.12.31 현재,"347,800,979,187",5,KRW
3,재무상태표,유동부채,제 38 기,2020.12.31 현재,"58,653,333,734",제 37 기,2019.12.31 현재,"92,837,764,902",제 36 기,2018.12.31 현재,"95,984,114,038",7,KRW
4,재무상태표,비유동부채,제 38 기,2020.12.31 현재,"89,886,881,434",제 37 기,2019.12.31 현재,"87,508,718,496",제 36 기,2018.12.31 현재,"71,760,744,100",9,KRW
5,재무상태표,부채총계,제 38 기,2020.12.31 현재,"148,540,215,168",제 37 기,2019.12.31 현재,"180,346,483,398",제 36 기,2018.12.31 현재,"167,744,858,138",11,KRW
6,재무상태표,자본금,제 38 기,2020.12.31 현재,"21,873,770,000",제 37 기,2019.12.31 현재,"21,873,770,000",제 36 기,2018.12.31 현재,"21,873,770,000",13,KRW
7,재무상태표,이익잉여금,제 38 기,2020.12.31 현재,"148,784,766,316",제 37 기,2019.12.31 현재,"141,985,825,295",제 36 기,2018.12.31 현재,"137,093,212,081",17,KRW
8,재무상태표,자본총계,제 38 기,2020.12.31 현재,"191,671,353,286",제 37 기,2019.12.31 현재,"184,965,972,017",제 36 기,2018.12.31 현재,"180,056,121,049",21,KRW
9,손익계산서,매출액,제 38 기,2020.01.01 ~ 2020.12.31,"504,491,710,053",제 37 기,2019.01.01 ~ 2019.12.31,"573,464,485,341",제 36 기,2018.01.01 ~ 2018.12.31,"584,435,277,321",23,KRW
10,손익계산서,영업이익,제 38 기,2020.01.01 ~ 2020.12.31,"10,771,512,903",제 37 기,2019.01.01 ~ 2019.12.31,"11,958,358,855",제 36 기,2018.01.01 ~ 2018.12.31,"17,960,191,975",25,KRW
