,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 20 기,2020.12.31 현재,"140,561,431,825",제 19 기,2019.12.31 현재,"177,457,905,358",제 18 기,2018.12.31 현재,"166,013,251,136",1,KRW
1,재무상태표,비유동자산,제 20 기,2020.12.31 현재,"75,994,713,742",제 19 기,2019.12.31 현재,"54,389,135,213",제 18 기,2018.12.31 현재,"52,924,896,398",3,KRW
2,재무상태표,자산총계,제 20 기,2020.12.31 현재,"216,556,145,567",제 19 기,2019.12.31 현재,"231,847,040,571",제 18 기,2018.12.31 현재,"218,938,147,534",5,KRW
3,재무상태표,유동부채,제 20 기,2020.12.31 현재,"4,592,005,378",제 19 기,2019.12.31 현재,"9,041,022,145",제 18 기,2018.12.31 현재,"10,648,523,797",7,KRW
4,재무상태표,비유동부채,제 20 기,2020.12.31 현재,"6,722,021,142",제 19 기,2019.12.31 현재,"5,929,939,361",제 18 기,2018.12.31 현재,"3,617,947,013",9,KRW
5,재무상태표,부채총계,제 20 기,2020.12.31 현재,"11,314,026,520",제 19 기,2019.12.31 현재,"14,970,961,506",제 18 기,2018.12.31 현재,"14,266,470,810",11,KRW
6,재무상태표,자본금,제 20 기,2020.12.31 현재,"5,371,500,000",제 19 기,2019.12.31 현재,"5,371,500,000",제 18 기,2018.12.31 현재,"5,371,500,000",13,KRW
7,재무상태표,이익잉여금,제 20 기,2020.12.31 현재,"266,704,275,305",제 19 기,2019.12.31 현재,"270,758,344,539",제 18 기,2018.12.31 현재,"71,734,920,067",17,KRW
8,재무상태표,자본총계,제 20 기,2020.12.31 현재,"205,242,119,047",제 19 기,2019.12.31 현재,"216,876,079,065",제 18 기,2018.12.31 현재,"204,671,676,724",21,KRW
9,손익계산서,매출액,제 20 기,2020.01.01 ~ 2020.12.31,"60,295,113,424",제 19 기,2019.01.01 ~ 2019.12.31,"64,698,623,362",제 18 기,2018.01.01 ~ 2018.12.31,"51,211,119,937",23,KRW
10,손익계산서,영업이익,제 20 기,2020.01.01 ~ 2020.12.31,"31,977,802,907",제 19 기,2019.01.01 ~ 2019.12.31,"35,375,014,087",제 18 기,2018.01.01 ~ 2018.12.31,"19,743,760,837",25,KRW
11,손익계산서,법인세차감전 순이익,제 20 기,2020.01.01 ~ 2020.12.31,"36,084,179,177",제 19 기,2019.01.01 ~ 2019.12.31,"38,920,988,712",제 18 기,2018.01.01 ~ 2018.12.31,"22,486,309,258",27,KRW
12,손익계산서,당기순이익,제 20 기,2020.01.01 ~ 2020.12.31,"31,449,220,782",제 19 기,2019.01.01 ~ 2019.12.31,"28,019,473,514",제 18 기,2018.01.01 ~ 2018.12.31,"16,251,788,540",29,KRW
13,손익계산서,당기순이익(손실),제 20 기,2020.01.01 ~ 2020.12.31,"31,449,220,782",제 19 기,2019.01.01 ~ 2019.12.31,"28,019,473,514",제 18 기,2018.01.01 ~ 2018.12.31,"16,251,788,540",61,KRW
14,재무상태표,유동자산,제 20 기,2020.12.31 현재,"139,926,609,909",제 19 기,2019.12.31 현재,"177,289,818,511",제 18 기,2018.12.31 현재,"165,790,333,426",2,KRW
15,재무상태표,비유동자산,제 20 기,2020.12.31 현재,"76,314,293,541",제 19 기,2019.12.31 현재,"54,472,820,876",제 18 기,2018.12.31 현재,"53,055,010,543",4,KRW
16,재무상태표,자산총계,제 20 기,2020.12.31 현재,"216,240,903,450",제 19 기,2019.12.31 현재,"231,762,639,387",제 18 기,2018.12.31 현재,"218,845,343,969",6,KRW
17,재무상태표,유동부채,제 20 기,2020.12.31 현재,"4,279,046,900",제 19 기,2019.12.31 현재,"6,321,235,520",제 18 기,2018.12.31 현재,"8,952,673,580",8,KRW
18,재무상태표,비유동부채,제 20 기,2020.12.31 현재,"6,722,021,142",제 19 기,2019.12.31 현재,"5,929,939,361",제 18 기,2018.12.31 현재,"3,617,947,013",10,KRW
19,재무상태표,부채총계,제 20 기,2020.12.31 현재,"11,001,068,042",제 19 기,2019.12.31 현재,"12,251,174,881",제 18 기,2018.12.31 현재,"12,570,620,593",12,KRW
20,재무상태표,자본금,제 20 기,2020.12.31 현재,"5,371,500,000",제 19 기,2019.12.31 현재,"5,371,500,000",제 18 기,2018.12.31 현재,"5,371,500,000",15,KRW
21,재무상태표,이익잉여금,제 20 기,2020.12.31 현재,"265,480,657,752",제 19 기,2019.12.31 현재,"271,179,887,409",제 18 기,2018.12.31 현재,"71,187,583,912",19,KRW
22,재무상태표,자본총계,제 20 기,2020.12.31 현재,"205,239,835,408",제 19 기,2019.12.31 현재,"219,511,464,506",제 18 기,2018.12.31 현재,"206,274,723,376",22,KRW
23,손익계산서,매출액,제 20 기,2020.01.01 ~ 2020.12.31,"60,290,657,041",제 19 기,2019.01.01 ~ 2019.12.31,"64,597,319,781",제 18 기,2018.01.01 ~ 2018.12.31,"50,645,715,893",24,KRW
24,손익계산서,영업이익,제 20 기,2020.01.01 ~ 2020.12.31,"32,190,101,738",제 19 기,2019.01.01 ~ 2019.12.31,"35,679,430,546",제 18 기,2018.01.01 ~ 2018.12.31,"24,954,062,167",26,KRW
25,손익계산서,법인세차감전 순이익,제 20 기,2020.01.01 ~ 2020.12.31,"33,676,473,238",제 19 기,2019.01.01 ~ 2019.12.31,"39,891,364,452",제 18 기,2018.01.01 ~ 2018.12.31,"22,560,874,523",28,KRW
26,손익계산서,당기순이익,제 20 기,2020.01.01 ~ 2020.12.31,"29,041,514,843",제 19 기,2019.01.01 ~ 2019.12.31,"29,038,380,003",제 18 기,2018.01.01 ~ 2018.12.31,"16,277,823,056",30,KRW
27,손익계산서,당기순이익(손실),제 20 기,2020.01.01 ~ 2020.12.31,"29,041,514,843",제 19 기,2019.01.01 ~ 2019.12.31,"29,038,380,003",제 18 기,2018.01.01 ~ 2018.12.31,"16,277,823,056",62,KRW
