,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 12 기,2020.12.31 현재,"18,395,342,841",제 11 기,2019.12.31 현재,"15,119,473,619",제 10 기,2018.12.31 현재,"39,820,520,051",1,KRW
1,재무상태표,비유동자산,제 12 기,2020.12.31 현재,"13,399,799,326",제 11 기,2019.12.31 현재,"11,994,173,399",제 10 기,2018.12.31 현재,"25,095,504,819",3,KRW
2,재무상태표,자산총계,제 12 기,2020.12.31 현재,"31,795,142,167",제 11 기,2019.12.31 현재,"27,113,647,018",제 10 기,2018.12.31 현재,"64,916,024,870",5,KRW
3,재무상태표,유동부채,제 12 기,2020.12.31 현재,"22,476,146,027",제 11 기,2019.12.31 현재,"29,402,606,304",제 10 기,2018.12.31 현재,"60,101,743,218",7,KRW
4,재무상태표,비유동부채,제 12 기,2020.12.31 현재,"2,143,410,600",제 11 기,2019.12.31 현재,"1,159,573,973",제 10 기,2018.12.31 현재,"3,900,926,345",9,KRW
5,재무상태표,부채총계,제 12 기,2020.12.31 현재,"24,619,556,627",제 11 기,2019.12.31 현재,"30,562,180,277",제 10 기,2018.12.31 현재,"64,002,669,563",11,KRW
6,재무상태표,자본금,제 12 기,2020.12.31 현재,"6,570,694,000",제 11 기,2019.12.31 현재,"15,391,204,500",제 10 기,2018.12.31 현재,"6,010,450,500",13,KRW
7,재무상태표,이익잉여금,제 12 기,2020.12.31 현재,"-108,295,641,022",제 11 기,2019.12.31 현재,"-101,596,917,910",제 10 기,2018.12.31 현재,"-85,236,179,620",17,KRW
8,재무상태표,자본총계,제 12 기,2020.12.31 현재,"7,175,585,540",제 11 기,2019.12.31 현재,"-3,448,533,259",제 10 기,2018.12.31 현재,"913,355,307",21,KRW
9,손익계산서,매출액,제 12 기,2020.01.01 ~ 2020.12.31,"20,471,188,626",제 11 기,2019.01.01 ~ 2019.12.31,"45,782,646,404",제 10 기,2018.01.01 ~ 2018.12.31,"76,392,844,983",23,KRW
10,손익계산서,영업이익,제 12 기,2020.01.01 ~ 2020.12.31,"-4,816,841,512",제 11 기,2019.01.01 ~ 2019.12.31,"-6,005,088,323",제 10 기,2018.01.01 ~ 2018.12.31,"-10,516,137,199",25,KRW
11,손익계산서,법인세차감전 순이익,제 12 기,2020.01.01 ~ 2020.12.31,"-6,740,458,088",제 11 기,2019.01.01 ~ 2019.12.31,"-17,196,423,322",제 10 기,2018.01.01 ~ 2018.12.31,"-13,806,925,223",27,KRW
12,손익계산서,당기순이익,제 12 기,2020.01.01 ~ 2020.12.31,"-6,653,890,330",제 11 기,2019.01.01 ~ 2019.12.31,"-16,210,211,539",제 10 기,2018.01.01 ~ 2018.12.31,"-20,922,385,607",29,KRW
13,손익계산서,당기순이익(손실),제 12 기,2020.01.01 ~ 2020.12.31,"-6,653,890,330",제 11 기,2019.01.01 ~ 2019.12.31,"-16,210,211,539",제 10 기,2018.01.01 ~ 2018.12.31,"-20,922,385,607",61,KRW
14,재무상태표,유동자산,제 12 기,2020.12.31 현재,"10,711,047,438",제 11 기,2019.12.31 현재,"14,408,883,297",제 10 기,2018.12.31 현재,"31,633,826,699",2,KRW
15,재무상태표,비유동자산,제 12 기,2020.12.31 현재,"7,749,562,386",제 11 기,2019.12.31 현재,"11,639,165,829",제 10 기,2018.12.31 현재,"21,899,275,081",4,KRW
16,재무상태표,자산총계,제 12 기,2020.12.31 현재,"18,460,609,824",제 11 기,2019.12.31 현재,"26,048,049,126",제 10 기,2018.12.31 현재,"53,533,101,780",6,KRW
17,재무상태표,유동부채,제 12 기,2020.12.31 현재,"10,914,749,098",제 11 기,2019.12.31 현재,"28,306,067,185",제 10 기,2018.12.31 현재,"47,691,960,687",8,KRW
18,재무상태표,비유동부채,제 12 기,2020.12.31 현재,"874,097,892",제 11 기,2019.12.31 현재,"921,072,713",제 10 기,2018.12.31 현재,"3,203,041,075",10,KRW
19,재무상태표,부채총계,제 12 기,2020.12.31 현재,"11,788,846,990",제 11 기,2019.12.31 현재,"29,227,139,898",제 10 기,2018.12.31 현재,"50,895,001,762",12,KRW
20,재무상태표,자본금,제 12 기,2020.12.31 현재,"6,570,694,000",제 11 기,2019.12.31 현재,"15,391,204,500",제 10 기,2018.12.31 현재,"6,010,450,500",15,KRW
21,재무상태표,이익잉여금,제 12 기,2020.12.31 현재,"-108,651,437,938",제 11 기,2019.12.31 현재,"-101,152,118,521",제 10 기,2018.12.31 현재,"-82,747,160,392",19,KRW
22,재무상태표,자본총계,제 12 기,2020.12.31 현재,"6,671,762,834",제 11 기,2019.12.31 현재,"-3,179,090,772",제 10 기,2018.12.31 현재,"2,638,100,018",22,KRW
23,손익계산서,매출액,제 12 기,2020.01.01 ~ 2020.12.31,"16,830,781,336",제 11 기,2019.01.01 ~ 2019.12.31,"43,613,941,123",제 10 기,2018.01.01 ~ 2018.12.31,"73,829,904,913",24,KRW
24,손익계산서,영업이익,제 12 기,2020.01.01 ~ 2020.12.31,"-4,899,836,316",제 11 기,2019.01.01 ~ 2019.12.31,"-6,031,103,244",제 10 기,2018.01.01 ~ 2018.12.31,"-10,856,264,040",26,KRW
25,손익계산서,법인세차감전 순이익,제 12 기,2020.01.01 ~ 2020.12.31,"-7,445,758,892",제 11 기,2019.01.01 ~ 2019.12.31,"-18,237,897,540",제 10 기,2018.01.01 ~ 2018.12.31,"-19,314,619,704",28,KRW
26,손익계산서,당기순이익,제 12 기,2020.01.01 ~ 2020.12.31,"-7,445,758,892",제 11 기,2019.01.01 ~ 2019.12.31,"-18,237,897,540",제 10 기,2018.01.01 ~ 2018.12.31,"-19,162,282,707",30,KRW
27,손익계산서,당기순이익(손실),제 12 기,2020.01.01 ~ 2020.12.31,"-7,445,758,892",제 11 기,2019.01.01 ~ 2019.12.31,"-18,237,897,540",제 10 기,2018.01.01 ~ 2018.12.31,"-19,162,282,707",62,KRW
