,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 4 기,2020.12.31 현재,"446,304,392,178",제 3 기,2019.12.31 현재,"391,914,420,164",제 2 기,2018.12.31 현재,"348,154,384,242",1,KRW
1,재무상태표,비유동자산,제 4 기,2020.12.31 현재,"298,512,269,583",제 3 기,2019.12.31 현재,"283,281,533,094",제 2 기,2018.12.31 현재,"267,561,666,971",3,KRW
2,재무상태표,자산총계,제 4 기,2020.12.31 현재,"744,816,661,761",제 3 기,2019.12.31 현재,"675,195,953,258",제 2 기,2018.12.31 현재,"615,716,051,213",5,KRW
3,재무상태표,유동부채,제 4 기,2020.12.31 현재,"215,468,327,058",제 3 기,2019.12.31 현재,"214,665,669,168",제 2 기,2018.12.31 현재,"184,058,105,978",7,KRW
4,재무상태표,비유동부채,제 4 기,2020.12.31 현재,"89,217,110,846",제 3 기,2019.12.31 현재,"56,895,825,692",제 2 기,2018.12.31 현재,"84,697,601,432",9,KRW
5,재무상태표,부채총계,제 4 기,2020.12.31 현재,"304,685,437,904",제 3 기,2019.12.31 현재,"271,561,494,860",제 2 기,2018.12.31 현재,"268,755,707,410",11,KRW
6,재무상태표,자본금,제 4 기,2020.12.31 현재,"3,921,819,000",제 3 기,2019.12.31 현재,"3,921,819,000",제 2 기,2018.12.31 현재,"3,921,819,000",13,KRW
7,재무상태표,이익잉여금,제 4 기,2020.12.31 현재,"199,893,854,404",제 3 기,2019.12.31 현재,"148,507,949,147",제 2 기,2018.12.31 현재,"89,661,273,972",17,KRW
8,재무상태표,자본총계,제 4 기,2020.12.31 현재,"440,131,223,857",제 3 기,2019.12.31 현재,"403,634,458,398",제 2 기,2018.12.31 현재,"346,960,343,803",21,KRW
9,손익계산서,매출액,제 4 기,2020.01.01 ~ 2020.12.31,"1,463,095,818,551",제 3 기,2019.01.01 ~ 2019.12.31,"1,393,256,526,261",제 2 기,2018.01.01 ~ 2018.12.31,"1,300,580,783,192",23,KRW
10,손익계산서,영업이익,제 4 기,2020.01.01 ~ 2020.12.31,"86,487,192,695",제 3 기,2019.01.01 ~ 2019.12.31,"85,294,893,142",제 2 기,2018.01.01 ~ 2018.12.31,"74,368,030,528",25,KRW
11,손익계산서,법인세차감전 순이익,제 4 기,2020.01.01 ~ 2020.12.31,"80,474,681,508",제 3 기,2019.01.01 ~ 2019.12.31,"85,156,782,895",제 2 기,2018.01.01 ~ 2018.12.31,"76,771,541,976",27,KRW
12,손익계산서,당기순이익,제 4 기,2020.01.01 ~ 2020.12.31,"57,653,481,257",제 3 기,2019.01.01 ~ 2019.12.31,"64,335,095,875",제 2 기,2018.01.01 ~ 2018.12.31,"58,337,520,219",29,KRW
13,손익계산서,당기순이익(손실),제 4 기,2020.01.01 ~ 2020.12.31,"57,653,481,257",제 3 기,2019.01.01 ~ 2019.12.31,"64,335,095,875",제 2 기,2018.01.01 ~ 2018.12.31,"58,337,520,219",61,KRW
