,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 56 기,2020.12.31 현재,"119,172,381,865",제 55 기,2019.12.31 현재,"115,382,111,108",제 54 기,2018.12.31 현재,"166,342,438,130",1,KRW
1,재무상태표,비유동자산,제 56 기,2020.12.31 현재,"443,877,908,478",제 55 기,2019.12.31 현재,"422,881,997,034",제 54 기,2018.12.31 현재,"433,067,428,659",3,KRW
2,재무상태표,자산총계,제 56 기,2020.12.31 현재,"563,050,290,343",제 55 기,2019.12.31 현재,"538,264,108,142",제 54 기,2018.12.31 현재,"599,409,866,789",5,KRW
3,재무상태표,유동부채,제 56 기,2020.12.31 현재,"181,228,244,735",제 55 기,2019.12.31 현재,"246,429,033,447",제 54 기,2018.12.31 현재,"328,146,822,903",7,KRW
4,재무상태표,비유동부채,제 56 기,2020.12.31 현재,"165,012,359,025",제 55 기,2019.12.31 현재,"129,390,740,647",제 54 기,2018.12.31 현재,"96,595,490,579",9,KRW
5,재무상태표,부채총계,제 56 기,2020.12.31 현재,"346,240,603,760",제 55 기,2019.12.31 현재,"375,819,774,094",제 54 기,2018.12.31 현재,"424,742,313,482",11,KRW
6,재무상태표,자본금,제 56 기,2020.12.31 현재,"37,606,853,000",제 55 기,2019.12.31 현재,"37,606,853,000",제 54 기,2018.12.31 현재,"188,034,265,000",13,KRW
7,재무상태표,이익잉여금,제 56 기,2020.12.31 현재,"43,461,230,516",제 55 기,2019.12.31 현재,"-53,313,162,450",제 54 기,2018.12.31 현재,"-40,693,413,358",17,KRW
8,재무상태표,자본총계,제 56 기,2020.12.31 현재,"216,809,686,583",제 55 기,2019.12.31 현재,"162,444,334,048",제 54 기,2018.12.31 현재,"174,667,553,307",21,KRW
9,손익계산서,매출액,제 56 기,2020.01.01 ~ 2020.12.31,"591,566,240,710",제 55 기,2019.01.01 ~ 2019.12.31,"594,158,566,684",제 54 기,2018.01.01 ~ 2018.12.31,"626,328,188,474",23,KRW
