,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 49 기,2020.12.31 현재,"344,776,968,389",제 48 기,2019.12.31 현재,"312,224,940,377",제 47 기,2018.12.31 현재,"294,657,960,702",1,KRW
1,재무상태표,비유동자산,제 49 기,2020.12.31 현재,"331,204,184,557",제 48 기,2019.12.31 현재,"301,094,375,550",제 47 기,2018.12.31 현재,"261,852,043,617",3,KRW
2,재무상태표,자산총계,제 49 기,2020.12.31 현재,"675,981,152,946",제 48 기,2019.12.31 현재,"613,319,315,927",제 47 기,2018.12.31 현재,"556,510,004,319",5,KRW
3,재무상태표,유동부채,제 49 기,2020.12.31 현재,"368,076,207,244",제 48 기,2019.12.31 현재,"366,485,680,434",제 47 기,2018.12.31 현재,"345,541,804,473",7,KRW
4,재무상태표,비유동부채,제 49 기,2020.12.31 현재,"130,661,584,738",제 48 기,2019.12.31 현재,"62,501,504,910",제 47 기,2018.12.31 현재,"59,974,836,676",9,KRW
5,재무상태표,부채총계,제 49 기,2020.12.31 현재,"498,737,791,982",제 48 기,2019.12.31 현재,"428,987,185,344",제 47 기,2018.12.31 현재,"405,516,641,149",11,KRW
6,재무상태표,자본금,제 49 기,2020.12.31 현재,"24,955,871,000",제 48 기,2019.12.31 현재,"24,955,871,000",제 47 기,2018.12.31 현재,"24,955,871,000",13,KRW
7,재무상태표,이익잉여금,제 49 기,2020.12.31 현재,"51,905,015,497",제 48 기,2019.12.31 현재,"67,235,166,448",제 47 기,2018.12.31 현재,"55,045,087,387",17,KRW
8,재무상태표,자본총계,제 49 기,2020.12.31 현재,"177,243,360,964",제 48 기,2019.12.31 현재,"184,332,130,583",제 47 기,2018.12.31 현재,"150,993,363,170",21,KRW
9,손익계산서,매출액,제 49 기,2020.01.01 ~ 2020.12.31,"785,040,341,658",제 48 기,2019.01.01 ~ 2019.12.31,"971,638,980,129",제 47 기,2018.01.01 ~ 2018.12.31,"972,052,002,529",23,KRW
10,손익계산서,영업이익,제 49 기,2020.01.01 ~ 2020.12.31,"-1,965,767,675",제 48 기,2019.01.01 ~ 2019.12.31,"43,215,231,647",제 47 기,2018.01.01 ~ 2018.12.31,"32,529,880,454",25,KRW
11,손익계산서,법인세차감전 순이익,제 49 기,2020.01.01 ~ 2020.12.31,"-11,031,104,123",제 48 기,2019.01.01 ~ 2019.12.31,"15,812,914,447",제 47 기,2018.01.01 ~ 2018.12.31,"16,294,960,050",27,KRW
12,손익계산서,당기순이익,제 49 기,2020.01.01 ~ 2020.12.31,"-12,389,206,913",제 48 기,2019.01.01 ~ 2019.12.31,"11,233,484,475",제 47 기,2018.01.01 ~ 2018.12.31,"10,381,488,234",29,KRW
13,손익계산서,당기순이익(손실),제 49 기,2020.01.01 ~ 2020.12.31,"-12,389,206,913",제 48 기,2019.01.01 ~ 2019.12.31,"11,233,484,475",제 47 기,2018.01.01 ~ 2018.12.31,"10,381,488,234",61,KRW
14,재무상태표,유동자산,제 49 기,2020.12.31 현재,"185,930,666,045",제 48 기,2019.12.31 현재,"170,070,931,911",제 47 기,2018.12.31 현재,"199,980,148,962",2,KRW
15,재무상태표,비유동자산,제 49 기,2020.12.31 현재,"388,951,729,889",제 48 기,2019.12.31 현재,"357,114,423,905",제 47 기,2018.12.31 현재,"295,329,010,171",4,KRW
16,재무상태표,자산총계,제 49 기,2020.12.31 현재,"574,882,395,934",제 48 기,2019.12.31 현재,"527,185,355,816",제 47 기,2018.12.31 현재,"495,309,159,133",6,KRW
17,재무상태표,유동부채,제 49 기,2020.12.31 현재,"305,651,886,540",제 48 기,2019.12.31 현재,"292,474,362,838",제 47 기,2018.12.31 현재,"276,705,677,313",8,KRW
18,재무상태표,비유동부채,제 49 기,2020.12.31 현재,"68,647,616,621",제 48 기,2019.12.31 현재,"44,189,131,896",제 47 기,2018.12.31 현재,"32,254,734,279",10,KRW
19,재무상태표,부채총계,제 49 기,2020.12.31 현재,"374,299,503,161",제 48 기,2019.12.31 현재,"336,663,494,734",제 47 기,2018.12.31 현재,"308,960,411,592",12,KRW
20,재무상태표,자본금,제 49 기,2020.12.31 현재,"24,955,871,000",제 48 기,2019.12.31 현재,"24,955,871,000",제 47 기,2018.12.31 현재,"24,955,871,000",15,KRW
21,재무상태표,이익잉여금,제 49 기,2020.12.31 현재,"98,243,228,294",제 48 기,2019.12.31 현재,"96,851,526,368",제 47 기,2018.12.31 현재,"93,737,136,895",19,KRW
22,재무상태표,자본총계,제 49 기,2020.12.31 현재,"200,582,892,773",제 48 기,2019.12.31 현재,"190,521,861,082",제 47 기,2018.12.31 현재,"186,348,747,541",22,KRW
23,손익계산서,매출액,제 49 기,2020.01.01 ~ 2020.12.31,"546,235,666,627",제 48 기,2019.01.01 ~ 2019.12.31,"685,841,471,929",제 47 기,2018.01.01 ~ 2018.12.31,"717,495,765,350",24,KRW
24,손익계산서,영업이익,제 49 기,2020.01.01 ~ 2020.12.31,"-3,880,382,002",제 48 기,2019.01.01 ~ 2019.12.31,"19,433,845,671",제 47 기,2018.01.01 ~ 2018.12.31,"11,342,624,786",26,KRW
25,손익계산서,법인세차감전 순이익,제 49 기,2020.01.01 ~ 2020.12.31,"4,313,508,671",제 48 기,2019.01.01 ~ 2019.12.31,"4,046,707,860",제 47 기,2018.01.01 ~ 2018.12.31,"17,296,763,087",28,KRW
26,손익계산서,당기순이익,제 49 기,2020.01.01 ~ 2020.12.31,"3,942,502,349",제 48 기,2019.01.01 ~ 2019.12.31,"3,015,936,420",제 47 기,2018.01.01 ~ 2018.12.31,"13,606,716,398",30,KRW
27,손익계산서,당기순이익(손실),제 49 기,2020.01.01 ~ 2020.12.31,"3,942,502,349",제 48 기,2019.01.01 ~ 2019.12.31,"3,015,936,420",제 47 기,2018.01.01 ~ 2018.12.31,"13,606,716,398",62,KRW
