,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 50 기,2020.12.31 현재,"520,916,396,884",제 49 기,2019.12.31 현재,"498,624,595,905",제 48 기,2018.12.31 현재,"327,545,212,242",1,KRW
1,재무상태표,비유동자산,제 50 기,2020.12.31 현재,"2,792,596,062,109",제 49 기,2019.12.31 현재,"2,938,157,892,016",제 48 기,2018.12.31 현재,"2,823,222,194,286",3,KRW
2,재무상태표,자산총계,제 50 기,2020.12.31 현재,"3,313,512,458,993",제 49 기,2019.12.31 현재,"3,470,353,602,407",제 48 기,2018.12.31 현재,"3,150,767,406,528",5,KRW
3,재무상태표,유동부채,제 50 기,2020.12.31 현재,"361,866,976,688",제 49 기,2019.12.31 현재,"632,416,773,041",제 48 기,2018.12.31 현재,"421,768,555,471",7,KRW
4,재무상태표,비유동부채,제 50 기,2020.12.31 현재,"1,518,095,268,431",제 49 기,2019.12.31 현재,"1,233,734,248,713",제 48 기,2018.12.31 현재,"1,102,907,118,680",9,KRW
5,재무상태표,부채총계,제 50 기,2020.12.31 현재,"1,879,962,245,119",제 49 기,2019.12.31 현재,"1,866,151,021,754",제 48 기,2018.12.31 현재,"1,524,675,674,151",11,KRW
6,재무상태표,자본금,제 50 기,2020.12.31 현재,"47,032,355,000",제 49 기,2019.12.31 현재,"47,032,355,000",제 48 기,2018.12.31 현재,"47,032,355,000",13,KRW
7,재무상태표,이익잉여금,제 50 기,2020.12.31 현재,"520,558,065,372",제 49 기,2019.12.31 현재,"644,256,345,541",제 48 기,2018.12.31 현재,"643,171,217,392",17,KRW
8,재무상태표,자본총계,제 50 기,2020.12.31 현재,"1,433,550,213,874",제 49 기,2019.12.31 현재,"1,604,202,580,653",제 48 기,2018.12.31 현재,"1,626,091,732,377",21,KRW
9,손익계산서,매출액,제 50 기,2020.01.01 ~ 2020.12.31,"453,881,181,278",제 49 기,2019.01.01 ~ 2019.12.31,"979,432,908,913",제 48 기,2018.01.01 ~ 2018.12.31,"787,616,484,264",23,KRW
10,손익계산서,영업이익,제 50 기,2020.01.01 ~ 2020.12.31,"-86,150,819,625",제 49 기,2019.01.01 ~ 2019.12.31,"51,868,333,792",제 48 기,2018.01.01 ~ 2018.12.31,"2,407,781,942",25,KRW
11,손익계산서,법인세차감전 순이익,제 50 기,2020.01.01 ~ 2020.12.31,"-175,415,815,614",제 49 기,2019.01.01 ~ 2019.12.31,"15,480,128,121",제 48 기,2018.01.01 ~ 2018.12.31,"-42,870,095,019",27,KRW
12,손익계산서,당기순이익,제 50 기,2020.01.01 ~ 2020.12.31,"-166,876,406,727",제 49 기,2019.01.01 ~ 2019.12.31,"6,729,906,734",제 48 기,2018.01.01 ~ 2018.12.31,"-44,147,197,621",29,KRW
13,손익계산서,당기순이익(손실),제 50 기,2020.01.01 ~ 2020.12.31,"-166,876,406,727",제 49 기,2019.01.01 ~ 2019.12.31,"6,729,906,734",제 48 기,2018.01.01 ~ 2018.12.31,"-44,147,197,621",61,KRW
14,재무상태표,유동자산,제 50 기,2020.12.31 현재,"440,823,720,844",제 49 기,2019.12.31 현재,"290,395,315,974",제 48 기,2018.12.31 현재,"162,403,527,140",2,KRW
15,재무상태표,비유동자산,제 50 기,2020.12.31 현재,"1,310,820,453,300",제 49 기,2019.12.31 현재,"1,432,422,452,116",제 48 기,2018.12.31 현재,"1,338,362,542,057",4,KRW
16,재무상태표,자산총계,제 50 기,2020.12.31 현재,"1,751,644,174,144",제 49 기,2019.12.31 현재,"1,756,388,882,576",제 48 기,2018.12.31 현재,"1,500,766,069,197",6,KRW
17,재무상태표,유동부채,제 50 기,2020.12.31 현재,"196,596,376,768",제 49 기,2019.12.31 현재,"326,545,338,362",제 48 기,2018.12.31 현재,"184,024,308,985",8,KRW
18,재무상태표,비유동부채,제 50 기,2020.12.31 현재,"558,063,619,482",제 49 기,2019.12.31 현재,"332,475,282,014",제 48 기,2018.12.31 현재,"228,474,345,193",10,KRW
