,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 69 기,2020.12.31 현재,"50,044,696,752",제 68 기,2019.12.31 현재,"58,090,363,425",제 67 기,2018.12.31 현재,"75,276,710,415",1,KRW
1,재무상태표,비유동자산,제 69 기,2020.12.31 현재,"99,072,928,922",제 68 기,2019.12.31 현재,"104,978,890,079",제 67 기,2018.12.31 현재,"125,180,538,791",3,KRW
2,재무상태표,자산총계,제 69 기,2020.12.31 현재,"149,117,625,674",제 68 기,2019.12.31 현재,"163,069,253,504",제 67 기,2018.12.31 현재,"200,457,249,206",5,KRW
3,재무상태표,유동부채,제 69 기,2020.12.31 현재,"53,364,754,476",제 68 기,2019.12.31 현재,"55,420,364,121",제 67 기,2018.12.31 현재,"74,996,477,985",7,KRW
4,재무상태표,비유동부채,제 69 기,2020.12.31 현재,"17,104,486,766",제 68 기,2019.12.31 현재,"31,256,659,306",제 67 기,2018.12.31 현재,"56,073,147,189",9,KRW
5,재무상태표,부채총계,제 69 기,2020.12.31 현재,"70,469,241,242",제 68 기,2019.12.31 현재,"86,677,023,427",제 67 기,2018.12.31 현재,"131,069,625,174",11,KRW
6,재무상태표,자본금,제 69 기,2020.12.31 현재,"63,737,441,500",제 68 기,2019.12.31 현재,"63,021,884,000",제 67 기,2018.12.31 현재,"48,298,028,000",13,KRW
7,재무상태표,이익잉여금,제 69 기,2020.12.31 현재,"-9,265,951,524",제 68 기,2019.12.31 현재,"-25,694,722,750",제 67 기,2018.12.31 현재,"-28,979,353,712",17,KRW
8,재무상태표,자본총계,제 69 기,2020.12.31 현재,"78,648,384,432",제 68 기,2019.12.31 현재,"76,392,230,077",제 67 기,2018.12.31 현재,"69,387,624,032",21,KRW
9,손익계산서,매출액,제 69 기,2020.01.01 ~ 2020.12.31,"78,563,804,540",제 68 기,2019.01.01 ~ 2019.12.31,"76,011,205,019",제 67 기,2018.01.01 ~ 2018.12.31,"82,004,391,894",23,KRW
10,손익계산서,영업이익,제 69 기,2020.01.01 ~ 2020.12.31,"1,747,504,778",제 68 기,2019.01.01 ~ 2019.12.31,"-15,357,710,507",제 67 기,2018.01.01 ~ 2018.12.31,"-10,984,004,466",25,KRW
11,손익계산서,법인세차감전 순이익,제 69 기,2020.01.01 ~ 2020.12.31,"1,144,003,136",제 68 기,2019.01.01 ~ 2019.12.31,"-18,855,945,316",제 67 기,2018.01.01 ~ 2018.12.31,"-23,096,627,451",27,KRW
12,손익계산서,당기순이익,제 69 기,2020.01.01 ~ 2020.12.31,"1,716,779,495",제 68 기,2019.01.01 ~ 2019.12.31,"-20,194,794,974",제 67 기,2018.01.01 ~ 2018.12.31,"-27,873,300,912",29,KRW
13,손익계산서,당기순이익(손실),제 69 기,2020.01.01 ~ 2020.12.31,"1,716,779,495",제 68 기,2019.01.01 ~ 2019.12.31,"-20,194,794,974",제 67 기,2018.01.01 ~ 2018.12.31,"-27,873,300,912",61,KRW
14,재무상태표,유동자산,제 69 기,2020.12.31 현재,"49,939,130,655",제 68 기,2019.12.31 현재,"57,954,237,628",제 67 기,2018.12.31 현재,"75,337,381,010",2,KRW
15,재무상태표,비유동자산,제 69 기,2020.12.31 현재,"99,072,928,922",제 68 기,2019.12.31 현재,"104,978,890,079",제 67 기,2018.12.31 현재,"125,180,538,791",4,KRW
16,재무상태표,자산총계,제 69 기,2020.12.31 현재,"149,012,059,577",제 68 기,2019.12.31 현재,"162,933,127,707",제 67 기,2018.12.31 현재,"200,517,919,801",6,KRW
17,재무상태표,유동부채,제 69 기,2020.12.31 현재,"53,257,341,804",제 68 기,2019.12.31 현재,"55,339,268,242",제 67 기,2018.12.31 현재,"74,939,165,680",8,KRW
18,재무상태표,비유동부채,제 69 기,2020.12.31 현재,"17,104,486,766",제 68 기,2019.12.31 현재,"31,256,659,306",제 67 기,2018.12.31 현재,"56,073,147,189",10,KRW
19,재무상태표,부채총계,제 69 기,2020.12.31 현재,"70,361,828,570",제 68 기,2019.12.31 현재,"86,595,927,548",제 67 기,2018.12.31 현재,"131,012,312,869",12,KRW
20,재무상태표,자본금,제 69 기,2020.12.31 현재,"63,737,441,500",제 68 기,2019.12.31 현재,"63,021,884,000",제 67 기,2018.12.31 현재,"48,298,028,000",15,KRW
21,재무상태표,이익잉여금,제 69 기,2020.12.31 현재,"-4,378,565,819",제 68 기,2019.12.31 현재,"-20,856,635,772",제 67 기,2018.12.31 현재,"-23,951,093,454",19,KRW
22,재무상태표,자본총계,제 69 기,2020.12.31 현재,"78,650,231,007",제 68 기,2019.12.31 현재,"76,337,200,159",제 67 기,2018.12.31 현재,"69,505,606,932",22,KRW
