,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 35 기,2020.12.31 현재,"34,479,396,476,833",제 34 기,2019.12.31 현재,"20,530,675,109,864",제 33 기,2018.12.31 현재,"16,330,576,824,123",1,KRW
1,재무상태표,비유동자산,제 35 기,2020.12.31 현재,"4,142,836,352,859",제 34 기,2019.12.31 현재,"4,210,931,689,678",제 33 기,2018.12.31 현재,"3,015,076,905,702",3,KRW
2,재무상태표,자산총계,제 35 기,2020.12.31 현재,"38,622,232,829,692",제 34 기,2019.12.31 현재,"24,741,606,799,542",제 33 기,2018.12.31 현재,"19,345,653,729,825",5,KRW
3,재무상태표,유동부채,제 35 기,2020.12.31 현재,"34,064,117,910,568",제 34 기,2019.12.31 현재,"19,327,847,444,888",제 33 기,2018.12.31 현재,"15,548,171,145,081",7,KRW
4,재무상태표,비유동부채,제 35 기,2020.12.31 현재,"1,312,937,679,276",제 34 기,2019.12.31 현재,"2,749,533,585,477",제 33 기,2018.12.31 현재,"1,356,909,743,484",9,KRW
5,재무상태표,부채총계,제 35 기,2020.12.31 현재,"35,377,055,589,844",제 34 기,2019.12.31 현재,"22,077,381,030,365",제 33 기,2018.12.31 현재,"16,905,080,888,565",11,KRW
6,재무상태표,자본금,제 35 기,2020.12.31 현재,"22,433,308,500",제 34 기,2019.12.31 현재,"22,433,308,500",제 33 기,2018.12.31 현재,"22,433,308,500",13,KRW
7,재무상태표,이익잉여금,제 35 기,2020.12.31 현재,"1,315,750,275,361",제 34 기,2019.12.31 현재,"1,058,599,745,012",제 33 기,2018.12.31 현재,"889,688,770,696",17,KRW
8,재무상태표,자본총계,제 35 기,2020.12.31 현재,"3,245,177,239,848",제 34 기,2019.12.31 현재,"2,664,225,769,177",제 33 기,2018.12.31 현재,"2,440,572,841,260",21,KRW
9,손익계산서,매출액,제 35 기,2020.01.01 ~ 2020.12.31,"4,732,935,103,980",제 34 기,2019.01.01 ~ 2019.12.31,"2,901,833,125,630",제 33 기,2018.01.01 ~ 2018.12.31,"2,202,395,571,443",23,KRW
10,손익계산서,영업이익,제 35 기,2020.01.01 ~ 2020.12.31,"1,015,386,726,108",제 34 기,2019.01.01 ~ 2019.12.31,"507,538,852,790",제 33 기,2018.01.01 ~ 2018.12.31,"324,051,877,189",25,KRW
11,손익계산서,법인세차감전 순이익,제 35 기,2020.01.01 ~ 2020.12.31,"1,030,435,361,357",제 34 기,2019.01.01 ~ 2019.12.31,"533,415,674,420",제 33 기,2018.01.01 ~ 2018.12.31,"324,483,796,856",27,KRW
12,손익계산서,당기순이익,제 35 기,2020.01.01 ~ 2020.12.31,"679,446,474,293",제 34 기,2019.01.01 ~ 2019.12.31,"395,865,387,334",제 33 기,2018.01.01 ~ 2018.12.31,"225,403,523,353",29,KRW
13,손익계산서,당기순이익(손실),제 35 기,2020.01.01 ~ 2020.12.31,"679,446,474,293",제 34 기,2019.01.01 ~ 2019.12.31,"395,865,387,334",제 33 기,2018.01.01 ~ 2018.12.31,"225,403,523,353",61,KRW
14,재무상태표,유동자산,제 35 기,2020.12.31 현재,"335,336,825,504",제 34 기,2019.12.31 현재,"174,269,104,591",제 33 기,2018.12.31 현재,"142,095,348,362",2,KRW
15,재무상태표,비유동자산,제 35 기,2020.12.31 현재,"638,375,024,336",제 34 기,2019.12.31 현재,"610,620,161,045",제 33 기,2018.12.31 현재,"611,313,923,330",4,KRW
16,재무상태표,자산총계,제 35 기,2020.12.31 현재,"973,711,849,840",제 34 기,2019.12.31 현재,"784,889,265,636",제 33 기,2018.12.31 현재,"753,409,271,692",6,KRW
17,재무상태표,유동부채,제 35 기,2020.12.31 현재,"247,443,066,990",제 34 기,2019.12.31 현재,"75,125,731,315",제 33 기,2018.12.31 현재,"71,162,330,216",8,KRW
18,재무상태표,비유동부채,제 35 기,2020.12.31 현재,"170,797,198,003",제 34 기,2019.12.31 현재,"172,432,249,549",제 33 기,2018.12.31 현재,"167,907,458,985",10,KRW
19,재무상태표,부채총계,제 35 기,2020.12.31 현재,"418,240,264,993",제 34 기,2019.12.31 현재,"247,557,980,864",제 33 기,2018.12.31 현재,"239,069,789,201",12,KRW
20,재무상태표,자본금,제 35 기,2020.12.31 현재,"22,433,308,500",제 34 기,2019.12.31 현재,"22,433,308,500",제 33 기,2018.12.31 현재,"22,433,308,500",15,KRW
21,재무상태표,이익잉여금,제 35 기,2020.12.31 현재,"370,651,458,157",제 34 기,2019.12.31 현재,"349,544,883,466",제 33 기,2018.12.31 현재,"328,112,427,157",19,KRW
22,재무상태표,자본총계,제 35 기,2020.12.31 현재,"555,471,584,847",제 34 기,2019.12.31 현재,"537,331,284,772",제 33 기,2018.12.31 현재,"514,339,482,491",22,KRW
23,손익계산서,매출액,제 35 기,2020.01.01 ~ 2020.12.31,"246,162,181,809",제 34 기,2019.01.01 ~ 2019.12.31,"221,308,507,920",제 33 기,2018.01.01 ~ 2018.12.31,"192,269,486,272",24,KRW
24,손익계산서,영업이익,제 35 기,2020.01.01 ~ 2020.12.31,"44,293,820,333",제 34 기,2019.01.01 ~ 2019.12.31,"40,013,006,364",제 33 기,2018.01.01 ~ 2018.12.31,"33,274,549,278",26,KRW
25,손익계산서,법인세차감전 순이익,제 35 기,2020.01.01 ~ 2020.12.31,"54,609,400,654",제 34 기,2019.01.01 ~ 2019.12.31,"48,958,917,592",제 33 기,2018.01.01 ~ 2018.12.31,"41,833,160,084",28,KRW
26,손익계산서,당기순이익,제 35 기,2020.01.01 ~ 2020.12.31,"38,692,528,324",제 34 기,2019.01.01 ~ 2019.12.31,"37,261,552,113",제 33 기,2018.01.01 ~ 2018.12.31,"33,414,490,117",30,KRW
