,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 29 기,2020.12.31 현재,"133,525,133,867",제 28 기,2019.12.31 현재,"131,120,596,014",제 27 기,2018.12.31 현재,"137,104,076,015",2,KRW
1,재무상태표,비유동자산,제 29 기,2020.12.31 현재,"124,449,102,601",제 28 기,2019.12.31 현재,"118,340,631,860",제 27 기,2018.12.31 현재,"116,653,302,218",4,KRW
2,재무상태표,자산총계,제 29 기,2020.12.31 현재,"257,974,236,468",제 28 기,2019.12.31 현재,"249,461,227,874",제 27 기,2018.12.31 현재,"253,757,378,233",6,KRW
3,재무상태표,유동부채,제 29 기,2020.12.31 현재,"40,345,491,179",제 28 기,2019.12.31 현재,"34,488,568,476",제 27 기,2018.12.31 현재,"43,549,922,262",8,KRW
4,재무상태표,비유동부채,제 29 기,2020.12.31 현재,"4,872,346,093",제 28 기,2019.12.31 현재,"5,026,772,277",제 27 기,2018.12.31 현재,"5,549,701,496",10,KRW
5,재무상태표,부채총계,제 29 기,2020.12.31 현재,"45,217,837,272",제 28 기,2019.12.31 현재,"39,515,340,753",제 27 기,2018.12.31 현재,"49,099,623,758",12,KRW
6,재무상태표,자본금,제 29 기,2020.12.31 현재,"20,000,000,000",제 28 기,2019.12.31 현재,"20,000,000,000",제 27 기,2018.12.31 현재,"20,000,000,000",15,KRW
7,재무상태표,이익잉여금,제 29 기,2020.12.31 현재,"127,576,113,124",제 28 기,2019.12.31 현재,"124,186,522,633",제 27 기,2018.12.31 현재,"118,381,609,042",19,KRW
8,재무상태표,자본총계,제 29 기,2020.12.31 현재,"212,756,399,196",제 28 기,2019.12.31 현재,"209,945,887,121",제 27 기,2018.12.31 현재,"204,657,754,475",22,KRW
9,손익계산서,매출액,제 29 기,2020.01.01 ~ 2020.12.31,"245,989,278,870",제 28 기,2019.01.01 ~ 2019.12.31,"269,337,437,512",제 27 기,2018.01.01 ~ 2018.12.31,"286,791,821,436",24,KRW
10,손익계산서,영업이익,제 29 기,2020.01.01 ~ 2020.12.31,"9,992,552,171",제 28 기,2019.01.01 ~ 2019.12.31,"10,797,108,979",제 27 기,2018.01.01 ~ 2018.12.31,"13,144,625,569",26,KRW
11,손익계산서,법인세차감전 순이익,제 29 기,2020.01.01 ~ 2020.12.31,"10,635,764,206",제 28 기,2019.01.01 ~ 2019.12.31,"13,838,012,541",제 27 기,2018.01.01 ~ 2018.12.31,"15,804,443,719",28,KRW
12,손익계산서,당기순이익,제 29 기,2020.01.01 ~ 2020.12.31,"8,119,325,113",제 28 기,2019.01.01 ~ 2019.12.31,"10,433,347,560",제 27 기,2018.01.01 ~ 2018.12.31,"11,932,056,648",30,KRW
13,손익계산서,당기순이익(손실),제 29 기,2020.01.01 ~ 2020.12.31,"8,119,325,113",제 28 기,2019.01.01 ~ 2019.12.31,"10,433,347,560",제 27 기,2018.01.01 ~ 2018.12.31,"11,932,056,648",62,KRW
