,sj_nm,account_nm,thstrm_nm,thstrm_dt,thstrm_amount,frmtrm_nm,frmtrm_dt,frmtrm_amount,bfefrmtrm_nm,bfefrmtrm_dt,bfefrmtrm_amount,ord,currency
0,재무상태표,유동자산,제 58 기,2020.12.31 현재,"484,759,047,319",제 57 기,2019.12.31 현재,"433,114,575,168",제 56 기,2018.12.31 현재,"269,241,688,062",1,KRW
1,재무상태표,비유동자산,제 58 기,2020.12.31 현재,"639,383,142,403",제 57 기,2019.12.31 현재,"637,815,671,637",제 56 기,2018.12.31 현재,"451,634,321,576",3,KRW
2,재무상태표,자산총계,제 58 기,2020.12.31 현재,"1,124,142,189,722",제 57 기,2019.12.31 현재,"1,070,930,246,805",제 56 기,2018.12.31 현재,"720,876,009,638",5,KRW
3,재무상태표,유동부채,제 58 기,2020.12.31 현재,"496,565,567,504",제 57 기,2019.12.31 현재,"470,889,194,573",제 56 기,2018.12.31 현재,"320,149,601,637",7,KRW
4,재무상태표,비유동부채,제 58 기,2020.12.31 현재,"175,950,058,112",제 57 기,2019.12.31 현재,"176,153,177,037",제 56 기,2018.12.31 현재,"84,419,627,307",9,KRW
5,재무상태표,부채총계,제 58 기,2020.12.31 현재,"672,515,625,616",제 57 기,2019.12.31 현재,"647,042,371,610",제 56 기,2018.12.31 현재,"404,569,228,944",11,KRW
6,재무상태표,자본금,제 58 기,2020.12.31 현재,"45,841,235,000",제 57 기,2019.12.31 현재,"45,841,235,000",제 56 기,2018.12.31 현재,"29,821,775,000",13,KRW
7,재무상태표,이익잉여금,제 58 기,2020.12.31 현재,"276,461,073,961",제 57 기,2019.12.31 현재,"245,049,864,641",제 56 기,2018.12.31 현재,"165,596,552,745",17,KRW
8,재무상태표,자본총계,제 58 기,2020.12.31 현재,"451,626,564,106",제 57 기,2019.12.31 현재,"423,887,875,195",제 56 기,2018.12.31 현재,"316,306,780,694",21,KRW
9,손익계산서,매출액,제 58 기,2020.01.01 ~ 2020.12.31,"1,718,104,062,168",제 57 기,2019.01.01 ~ 2019.12.31,"1,329,705,655,249",제 56 기,2018.01.01 ~ 2018.12.31,"937,110,912,753",23,KRW
10,손익계산서,영업이익,제 58 기,2020.01.01 ~ 2020.12.31,"49,420,063,503",제 57 기,2019.01.01 ~ 2019.12.31,"49,566,681,783",제 56 기,2018.01.01 ~ 2018.12.31,"36,257,334,539",25,KRW
11,손익계산서,법인세차감전 순이익,제 58 기,2020.01.01 ~ 2020.12.31,"52,098,081,180",제 57 기,2019.01.01 ~ 2019.12.31,"97,499,226,884",제 56 기,2018.01.01 ~ 2018.12.31,"20,332,066,391",27,KRW
12,손익계산서,당기순이익,제 58 기,2020.01.01 ~ 2020.12.31,"36,150,823,097",제 57 기,2019.01.01 ~ 2019.12.31,"87,072,853,404",제 56 기,2018.01.01 ~ 2018.12.31,"14,376,103,662",29,KRW
13,손익계산서,당기순이익(손실),제 58 기,2020.01.01 ~ 2020.12.31,"36,150,823,097",제 57 기,2019.01.01 ~ 2019.12.31,"87,072,853,404",제 56 기,2018.01.01 ~ 2018.12.31,"14,376,103,662",61,KRW
14,재무상태표,유동자산,제 58 기,2020.12.31 현재,"256,037,088,727",제 57 기,2019.12.31 현재,"240,903,554,736",제 56 기,2018.12.31 현재,"123,031,015,394",2,KRW
15,재무상태표,비유동자산,제 58 기,2020.12.31 현재,"373,474,192,850",제 57 기,2019.12.31 현재,"381,290,268,445",제 56 기,2018.12.31 현재,"224,681,756,998",4,KRW
16,재무상태표,자산총계,제 58 기,2020.12.31 현재,"629,511,281,577",제 57 기,2019.12.31 현재,"622,193,823,181",제 56 기,2018.12.31 현재,"347,712,772,392",6,KRW
17,재무상태표,유동부채,제 58 기,2020.12.31 현재,"220,958,608,453",제 57 기,2019.12.31 현재,"237,584,267,998",제 56 기,2018.12.31 현재,"118,970,430,338",8,KRW
18,재무상태표,비유동부채,제 58 기,2020.12.31 현재,"88,419,987,256",제 57 기,2019.12.31 현재,"84,422,420,957",제 56 기,2018.12.31 현재,"28,936,927,316",10,KRW
19,재무상태표,부채총계,제 58 기,2020.12.31 현재,"309,378,595,709",제 57 기,2019.12.31 현재,"322,006,688,955",제 56 기,2018.12.31 현재,"147,907,357,654",12,KRW
20,재무상태표,자본금,제 58 기,2020.12.31 현재,"45,841,235,000",제 57 기,2019.12.31 현재,"45,841,235,000",제 56 기,2018.12.31 현재,"29,821,775,000",15,KRW
21,재무상태표,이익잉여금,제 58 기,2020.12.31 현재,"263,969,064,262",제 57 기,2019.12.31 현재,"243,115,574,725",제 56 기,2018.12.31 현재,"168,159,014,752",19,KRW
22,재무상태표,자본총계,제 58 기,2020.12.31 현재,"320,132,685,868",제 57 기,2019.12.31 현재,"300,187,134,226",제 56 기,2018.12.31 현재,"199,805,414,738",22,KRW
23,손익계산서,매출액,제 58 기,2020.01.01 ~ 2020.12.31,"1,086,176,648,536",제 57 기,2019.01.01 ~ 2019.12.31,"780,446,516,865",제 56 기,2018.01.01 ~ 2018.12.31,"431,028,398,399",24,KRW
24,손익계산서,영업이익,제 58 기,2020.01.01 ~ 2020.12.31,"40,272,765,038",제 57 기,2019.01.01 ~ 2019.12.31,"29,849,508,417",제 56 기,2018.01.01 ~ 2018.12.31,"15,530,667,465",26,KRW
