,tag,제 21 기,제 20 기,제 19 기
0,자산총계,184455804956,174875888546.0,144252758731
1,부채총계,101282697082,88749616859.0,65725036070
2,무형자산,1257315642,847068354.0,1125404184
3,영업이익(손실),94319681,3775639959,1665077895
4,계속영업이익(손실),"(1,466,137,049)",3022503281,"(7,307,745,002)"
5,중단영업이익(손실),92348481,"(753,772,638)","(1,573,530,939)"
6,계속영업이익(손실),"(1,481,295,034)",3022104897,"(7,342,562,245)"
7,중단영업이익(손실),136420566,"(695,790,127)","(1,452,490,098)"
8,계속영업이익(손실),15157985,398384,34817243
9,중단영업이익(손실),"(44,072,085)","(57,982,511)","(121,040,841)"
10,법인세비용차감전순이익(손실),"(1,937,566,482)",3828678839,"(9,669,763,325)"
