,tag,제 35 기,제 34 기,제 34 기초
0,자산총계,2730355252812.0,2564827369380.0,2172977803716.0
1,부채총계,1480757599002.0,1341206286771.0,1132969669748.0
2,무형자산,202741138458.0,206062773834.0,258731985972.0
3,영업이익,153148431943,153775896651,
4,법인세비용차감전 계속영업이익,96323602242,170164613033,
5,계속영업이익(손실),51038426431,136086256433,
6,중단영업이익(손실),1889807725,"(58,420,499,860)",
7,법인세비용차감전 계속영업이익,96323602242,170164613033,
