,tag,제 53 기,제 52 기,제 51 기
0,자산총계,969058837583,1060433946472,930965773324
1,부채총계,683246292614,684279728418,531129637311
2,무형자산,23664586260,21318078618,17937512314
3,영업이익,"(36,843,269,764)",6552862554,2019487594
4,계속영업이익(손실),"(143,142,308,843)","(23,613,831,237)","(7,549,070,927)"
5,중단영업이익(손실),0,1623997189,0
6,계속영업이익(손실),"(78,687,201,591)","(11,268,485,499)",1495843143
7,중단영업이익(손실),0,1623997189,0
8,계속영업이익(손실) (단위 : 원),"(4,419)",(776),103
9,중단영업이익(손실) (단위 : 원),0,112,0
10,계속영업이익(손실) (단위 : 원),"(4,419)",(776),92
11,중단영업이익(손실) (단위 : 원),0,112,0
12,법인세비용차감전순이익(손실),"(144,532,140,364)","(8,709,761,398)",3323604080
