,tag,제 23 기,제 22 기,제 21 기
0,자산총계,542817503814,516346905463,594324154591
1,부채총계,120265898833,94683750039,144879538715
2,무형자산,46979110341,52321628699,60675845141
3,영업이익(손실),10748005141,5355585675,19693281390
4,계속영업이익(손실),13553800825,"(9,847,219,046)",25065058508
5,중단영업이익(손실),"(10,403,516,293)","(14,794,969,629)","(9,120,114,565)"
6,계속영업이익(손실),13134956495,"(9,922,561,229)",25636076953
7,중단영업이익(손실),"(3,717,490,296)","(11,611,116,710)","(7,836,196,705)"
8,계속영업이익(손실),418844330,75342183,"(571,018,445)"
9,중단영업이익(손실),"(6,686,025,997)","(3,183,852,919)","(1,283,917,860)"
10,법인세비용차감전순이익(손실),20494267327,1748175581,37288683755
