,tag,제 44 기,제 43 기,제 42 기
0,자산총계,27365808144,56809693044,124156576182
1,부채총계,7425770210,66303525466,71917618234
2,무형자산,1173348497,489805763,6245518444
3,영업이익(손실),"(4,062,292,410)","(8,161,344,868)","(8,989,866,427)"
4,계속영업이익(손실),"(4,930,504,389)","(61,874,615,920)","(22,925,473,432)"
5,중단영업이익(손실),"(978,204,998)","(2,670,723,985)","(4,160,787,382)"
6,계속영업이익(손실),"(4,682,179,047)","(59,572,648,030)","(22,380,817,019)"
7,중단영업이익(손실),"(978,204,998)","(2,670,723,985)","(4,160,787,382)"
8,계속영업이익(손실),"(248,325,342)","(2,301,967,890)","(544,656,413)"
9,계속영업이익(손실),"(6,040,447,545)","(58,464,111,966)","(22,700,339,838)"
10,중단영업이익(손실),"(978,204,998)","(2,670,723,985)","(4,160,787,382)"
11,계속영업이익(손실),"(256,661,973)","(2,328,147,977)","(543,519,140)"
12,법인세비용차감전순이익(손실),"(4,849,526,742)","(62,121,132,276)","(23,180,152,966)"
