,tag,제 49 기,제 48 기,제 47 기
0,자산총계,2151012180055,2215361999525,2696306676216
1,부채총계,1324421696927,1410355863136,1746036488433
2,무형자산,38534593946,46367089478,78481407105
3,영업이익,53029216860,33214660913,6243587457
4,계속영업이익(손실),"(25,537,869,179)","(56,744,059,307)","(23,592,082,219)"
5,중단영업이익(손실),,"(38,582,166,390)","(19,595,306,045)"
6,계속영업이익(손실),"(5,360,874,358)","(38,793,445,098)","(6,619,837,174)"
7,중단영업이익(손실),,"(21,181,544,578)","(11,163,282,230)"
8,계속영업이익(손실),"(20,176,994,821)","(17,950,614,209)","(16,972,245,045)"
9,중단영업이익(손실),,"(17,400,621,812)","(8,432,023,815)"
10,법인세비용차감전순이익(손실),"(14,960,367,995)","(48,219,844,715)",4444121887
