,tag,제 25 기,제 24 기,제 24 기초
0,자산총계,150978437293,156670578363,146754665081
1,부채총계,46829152368,44894768053,31249743926
2,무형자산,39088416845,42975807150,45951940615
3,영업이익(손실),6138629198,4526335675,
4,계속영업이익(손실),1556897958,2737449191,
5,중단영업이익(손실),"(9,026,821,435)","(6,987,152,645)",
6,계속영업이익,"(74,539,546)",1649152482,
7,계속영업이익,1631437504,1088296709,
8,법인세비용차감전순이익(손실),791443271,3183587446,
