,tag,제 56 기,제 55 기,제 54 기
0,자산총계,526822000781,628416350561,554091662356
1,부채총계,410051935007,512774958198,423904329097
2,무형자산,10762310660,18415881426,19084974286
3,영업이익,24590388329,20944994874,14161500379
4,법인세비용차감전계속영업이익(손실),15000580018,217154388,17106689568
5,법인세비용차감전중단영업이익(손실),,,"(1,998,218,530)"
6,중단영업이익(손실),,,"(1,998,218,530)"
7,계속영업이익(손실)의 귀속,,,
8,중단영업이익(손실)의 귀속,,,
9,지배기업소유주지분 기본주당계속영업이익(손실) (단위 : 원),376,(244),510
10,지배기업소유주지분 희석주당계속영업이익(손실) (단위 : 원),368,(244),510
11,법인세비용차감전계속영업이익(손실),15000580018,217154388,17106689568
12,법인세비용차감전중단영업이익(손실),,,"(1,998,218,530)"
