,tag,제 27 기,제 26 기,제 25 기
0,자산총계,6279917456928.0,5434907587861.0,6754948264541.0
1,부채총계,2494738813674.0,2283014093463.0,3329299954479.0
2,무형자산,1072075322205.0,1037887243746.0,1826952100677.0
3,영업이익,272067865192,269385174265,182069696289
4,계속영업이익(손실),65629506717,104256941046,142904454761
5,중단영업이익(손실),,"(45,641,091,628)",41314519672
6,계속영업이익,56926322621,102247025677,140357034091
7,중단영업이익,,2000131197,22275153639
8,계속영업이익,8703184096,2009915369,2547420670
9,중단영업이익,,"(47,641,222,825)",19039366033
10,법인세비용차감전순이익,142680668470,189556790558,163889419199
