,tag,제 7 기,제 6 기,제 5 기
0,자산총계,1803837512500,1820541997328,1696230428029
1,부채총계,1171771808807,1198937515754,1029612349225
2,무형자산,14397365762,13633695445,24462903240
3,영업이익(손실),48464737434,21876293584,12026212717
4,계속영업이익(손실),"(40,833,000,718)","(44,639,011,845)","(5,402,282,966)"
5,중단영업이익(손실),0,"(3,695,147,214)","(2,689,693,148)"
6,계속영업이익(손실),"(41,281,040,762)","(42,825,037,903)","(3,919,456,735)"
7,중단영업이익(손실),0,"(3,695,147,214)","(2,689,693,148)"
8,계속영업이익(손실),448040044,"(1,813,973,942)","(1,482,826,231)"
9,법인세비용차감전순이익(손실),"(30,422,133,825)","(39,212,516,126)",19583009612
