,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220317001215,Y,00140177,GS리테일,남,편의점,-,-,-,"1,705",33,108,87,"1,813",8.0,"99,794,000,000","61,000,000",-
1,20220317001215,Y,00140177,GS리테일,여,공통 및 기타,-,-,-,517,53,254,199,771,2.8,"17,901,000,000","38,000,000",-
2,20220317001215,Y,00140177,GS리테일,여,편의점,-,-,-,496,36,99,83,595,4.4,"19,300,000,000","45,000,000",-
3,20220317001215,Y,00140177,GS리테일,남,수퍼,-,-,-,771,85,149,129,920,7.7,"41,864,000,000","61,000,000",-
4,20220317001215,Y,00140177,GS리테일,여,수퍼,-,-,-,"1,555","1,244",455,366,"2,010",6.1,"3,106,000,000","38,000,000",-
5,20220317001215,Y,00140177,GS리테일,남,홈쇼핑,-,-,-,603,-,19,6,622,9.1,"49,662,000,000","84,000,000",-
6,20220317001215,Y,00140177,GS리테일,여,홈쇼핑,-,-,-,408,-,39,12,447,6.3,"23,965,000,000","60,000,000",-
7,20220317001215,Y,00140177,GS리테일,남,개발사업,-,-,-,48,-,-,-,48,9.1,"3,947,000,000","77,000,000",-
8,20220317001215,Y,00140177,GS리테일,여,개발사업,-,-,-,8,-,-,-,8,4.9,"438,000,000","52,000,000",-
9,20220317001215,Y,00140177,GS리테일,남,공통 및 기타,-,-,-,598,2,16,7,614,8.6,"40,194,000,000","72,000,000",-
