,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220321000645,Y,00124540,대우건설,남,주택건축사업본부,-,-,-,"1,297",-,910,-,"2,207",15.5 ,"184,224,000,000","83,000,000",-
1,20220321000645,Y,00124540,대우건설,여,기타,-,-,-,160,-,13,-,173,11.4 ,"11,072,000,000","64,000,000",-
2,20220321000645,Y,00124540,대우건설,여,주택건축사업본부,-,-,-,119,-,270,-,389,12.5 ,"17,313,000,000","45,000,000",-
3,20220321000645,Y,00124540,대우건설,남,토목사업본부,-,-,-,623,-,309,-,932,18.7 ,"88,396,000,000","95,000,000",-
4,20220321000645,Y,00124540,대우건설,여,토목사업본부,-,-,-,7,-,41,-,48,10.3 ,"1,885,000,000","39,000,000",-
5,20220321000645,Y,00124540,대우건설,남,플랜트사업본부,-,-,-,731,-,130,-,861,14.8 ,"77,797,000,000","90,000,000",-
6,20220321000645,Y,00124540,대우건설,여,플랜트사업본부,-,-,-,36,-,13,-,49,11.2 ,"2,991,000,000","61,000,000",-
7,20220321000645,Y,00124540,대우건설,남,신사업본부,-,-,-,76,-,3,-,79,17.5 ,"8,202,000,000","104,000,000",-
8,20220321000645,Y,00124540,대우건설,여,신사업본부,-,-,-,7,-,2,-,9,18.3 ,"665,000,000","74,000,000",-
9,20220321000645,Y,00124540,대우건설,남,기타,-,-,-,638,-,48,-,686,14.5 ,"63,071,000,000","92,000,000",-
