,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220812001050,Y,00118026,동원산업,남,해양수산,-,-,-,330,-,-,-,330,2.44,-,-,해상직(선원) 포함
1,20220812001050,Y,00118026,동원산업,여,성별 합계,-,-,-,103,-,9,-,112,6.66,"4,453,000,000","38,000,000",-
2,20220812001050,Y,00118026,동원산업,여,해양수산,-,-,-,17,-,-,-,17,5.88,-,-,-
3,20220812001050,Y,00118026,동원산업,남,유통,-,-,-,125,-,4,-,129,7.99,-,-,-
4,20220812001050,Y,00118026,동원산업,여,유통,-,-,-,62,-,1,-,63,7.96,-,-,-
5,20220812001050,Y,00118026,동원산업,남,냉장,-,-,-,118,-,4,-,122,7.64,-,-,-
6,20220812001050,Y,00118026,동원산업,여,냉장,-,-,-,20,-,7,-,27,4.61,-,-,-
7,20220812001050,Y,00118026,동원산업,남,경영지원,-,-,-,24,-,-,-,24,7.12,-,-,-
8,20220812001050,Y,00118026,동원산업,남,경영지원,-,-,-,4,-,1,-,5,4.85,-,-,-
9,20220812001050,Y,00118026,동원산업,남,성별 합계,-,-,-,597,-,8,-,605,4.99,"53,966,000,000","91,000,000",-
