,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230323001281,Y,00153393,태광산업,남,본사,-,-,-,140,-,3,-,143,9.1,-,-,-
1,20230323001281,Y,00153393,태광산업,여,성별합계,-,-,-,230,-,6,-,236,7.4,"11,868,000,000","41,000,000",-
2,20230323001281,Y,00153393,태광산업,여,〃,-,-,-,63,-,3,-,66,5.0,-,-,-
3,20230323001281,Y,00153393,태광산업,남,석유,-,-,-,349,-,18,-,367,13.9,-,-,-
4,20230323001281,Y,00153393,태광산업,여,〃,-,-,-,23,-,1,-,24,5.8,-,-,-
5,20230323001281,Y,00153393,태광산업,남,섬유,-,-,-,452,-,26,-,478,13.5,-,-,-
6,20230323001281,Y,00153393,태광산업,여,〃,-,-,-,136,-,2,-,138,8.7,-,-,-
7,20230323001281,Y,00153393,태광산업,남,연구소,-,-,-,19,-,-,-,19,12.4,-,-,-
8,20230323001281,Y,00153393,태광산업,여,〃,-,-,-,8,-,-,-,8,8.9,-,-,-
9,20230323001281,Y,00153393,태광산업,남,성별합계,-,-,-,960,-,47,-,"1,007",13.0,"88,266,000,000","81,000,000",-
