,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230321001258,K,00375931,인선이엔티,남,건설폐기물,-,-,-,195,-,29,-,224, 8년4개월 ,"13,856,594,000","61,860,000",-
1,20230321001258,K,00375931,인선이엔티,여,해체재활용,-,-,-,11,-,1,-,12, 6년5개월,"431,967,000","35,997,000",-
2,20230321001258,K,00375931,인선이엔티,여,건설폐기물,-,-,-,38,-,6,-,44, 6년9개월 ,"1,653,389,000","37,577,000",-
3,20230321001258,K,00375931,인선이엔티,남,매립폐기물,-,-,-,14,-,2,-,16, 3년10개월,"1,249,882,000","78,118,000",-
4,20230321001258,K,00375931,인선이엔티,여,매립폐기물,-,-,-,4,-,-,-,4, 3년5개월 ,"148,852,170,000","37,213,000",-
5,20230321001258,K,00375931,인선이엔티,남,소각,-,-,-,25,-,-,-,25, 5년1개월 ,"1,176,404,000","47,056,000",-
6,20230321001258,K,00375931,인선이엔티,여,소각,-,-,-,-,-,-,-,-,-,-,-,-
7,20230321001258,K,00375931,인선이엔티,남,파쇄재활용,-,-,-,23,-,5,-,28, 7년2개월,"1,603,882,000","57,281,000",-
8,20230321001258,K,00375931,인선이엔티,여,파쇄재활용,-,-,-,3,-,-,-,3, 3년1개월,"159,447,000","53,149,000",-
9,20230321001258,K,00375931,인선이엔티,남,해체재활용,-,-,-,61,-,2,-,63, 6년6개월,"2,831,347,000","44,942,000",-
