,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210317001019,Y,00164478,현대건설,남,토목,-,-,-,718,-,409,-,"1,127",15.8,"99,614,000,000","88,000,000",-
1,20210317001019,Y,00164478,현대건설,여,지원,-,-,-,126,4,18,1,149,13.2,"9,614,000,000","67,000,000",-
2,20210317001019,Y,00164478,현대건설,여,토목,-,-,-,12,-,64,-,76,10.9,"3,178,000,000","42,000,000",-
3,20210317001019,Y,00164478,현대건설,남,건축,-,-,-,422,-,281,-,703,15.1,"60,266,000,000","86,000,000",-
4,20210317001019,Y,00164478,현대건설,여,건축,-,-,-,16,-,75,-,91,9.7,"4,176,000,000","46,000,000",-
5,20210317001019,Y,00164478,현대건설,남,주택,-,-,-,732,-,589,-,"1,321",15.6,"103,129,000,000","78,000,000",-
6,20210317001019,Y,00164478,현대건설,여,주택,-,-,-,42,-,245,-,287,16.1,"11,593,000,000","40,000,000",-
7,20210317001019,Y,00164478,현대건설,남,플랜트,-,-,-,"1,060",-,293,-,"1,353",11.3,"122,621,000,000","91,000,000",-
8,20210317001019,Y,00164478,현대건설,여,플랜트,-,-,-,45,3,44,-,92,6.9,"4,586,000,000","52,000,000",-
9,20210317001019,Y,00164478,현대건설,남,지원,-,-,-,"1,045",-,59,-,"1,104",12.7,"116,781,000,000","106,000,000",-
