,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20230321000399,Y,00255619,강원랜드,남,카지노,-,-,-,"1,311",0,47,0,"1,358",14.24,"96,232,790,000","73,480,000",-
1,20230321000399,Y,00255619,강원랜드,여,지원부서 및 기타,-,-,-,146,0,25,0,171,11.20,"10,853,258,000","56,556,000",-
2,20230321000399,Y,00255619,강원랜드,남,하이원워터파크,-,-,-,30,0,21,0,51,8.71,"3,127,412,000","60,720,000",-
3,20230321000399,Y,00255619,강원랜드,여,하이원워터파크,-,-,-,7,0,20,0,27,2.61,"1,085,776,000","43,415,000",-
4,20230321000399,Y,00255619,강원랜드,여,카지노,-,-,-,833,0,57,0,890,13.19,"51,027,242,000","65,003,000",-
5,20230321000399,Y,00255619,강원랜드,남,하이원그랜드호텔,-,-,-,433,0,65,0,498,14.78,"36,345,416,000","77,985,000",-
6,20230321000399,Y,00255619,강원랜드,여,하이원그랜드호텔,-,-,-,187,0,64,0,251,11.40,"12,414,139,000","63,134,000",-
7,20230321000399,Y,00255619,강원랜드,남,하이원팰리스호텔/콘도,-,-,-,121,0,43,0,164,13.32,"9,907,893,000","76,876,000",-
8,20230321000399,Y,00255619,강원랜드,여,하이원팰리스호텔/콘도,-,-,-,58,0,36,0,94,9.36,"3,601,196,000","59,798,000",-
9,20230321000399,Y,00255619,강원랜드,남,스키장/골프장,-,-,-,86,0,331,0,417,2.98,"9,213,863,000","59,538,000",-
10,20230321000399,Y,00255619,강원랜드,여,스키장/골프장,-,-,-,6,0,207,0,213,0.38,"1,279,687,000","35,540,000",-
11,20230321000399,Y,00255619,강원랜드,남,지원부서 및 기타,-,-,-,437,0,37,0,474,14.46,"39,029,030,000","76,065,000",-
