,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220321001203,Y,00122825,인스코비,남,공통사업부,-,-,-,14,-,-,-,14,3.4,"1,296,915,000","92,637,000",-
1,20220321001203,Y,00122825,인스코비,여,MVNO사업부,-,-,-,3,-,-,-,3,12.2,"169,199,000","56,400,000",-
2,20220321001203,Y,00122825,인스코비,여,공통사업부,-,-,-,4,-,-,-,4,2.9,"126,391,000","31,598,000",-
3,20220321001203,Y,00122825,인스코비,남,스마트그리드부,-,-,-,16,-,-,-,16,2.9,"1,158,839,000","72,427,000",-
4,20220321001203,Y,00122825,인스코비,여,스마트그리드부,-,-,-,1,-,-,-,1,0.2,"8,374,000","8,374,000",-
5,20220321001203,Y,00122825,인스코비,남,시계사업부,-,-,-,3,-,-,-,3,10.8,"172,800,000","57,600,000",-
6,20220321001203,Y,00122825,인스코비,여,시계사업부,-,-,-,3,-,-,-,3,1.4,"72,000,000","24,000,000",-
7,20220321001203,Y,00122825,인스코비,남,유통사업부,-,-,-,5,-,-,-,5,6.0,"558,670,000","111,734,000",-
8,20220321001203,Y,00122825,인스코비,여,유통사업부,-,-,-,9,-,-,-,9,0.9,"293,941,000","32,660,000",-
9,20220321001203,Y,00122825,인스코비,남,MVNO사업부,-,-,-,8,-,-,-,8,8.4,"592,728,000","74,091,000",-
