,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220328000826,Y,00106368,금호석유화학,남,본사,-,-,-,294,-,8,-,302,11.6,"37,532,000,000","124,000,000",-
1,20220328000826,Y,00106368,금호석유화학,여,전자소재,-,-,-,1,-,-,-,1,16.3,"72,000,000","72,000,000",-
2,20220328000826,Y,00106368,금호석유화학,남,중앙연구소,-,-,-,162,-,4,-,166,12.5,"19,434,000,000","117,000,000",-
3,20220328000826,Y,00106368,금호석유화학,여,중앙연구소,-,-,-,38,-,-,-,38,8.8,"3,143,000,000","83,000,000",-
4,20220328000826,Y,00106368,금호석유화학,남,건자재,-,-,-,16,-,-,-,16,14.1,"1,555,000,000","97,000,000",-
5,20220328000826,Y,00106368,금호석유화학,여,건자재,-,-,-,2,-,-,-,2,7.7,"93,000,000","46,000,000",-
6,20220328000826,Y,00106368,금호석유화학,여,본사,-,-,-,104,-,21,-,125,9.4,"9,453,000,000","76,000,000",-
7,20220328000826,Y,00106368,금호석유화학,남,울산수지,-,-,-,173,-,8,-,181,20.0,"22,032,000,000","122,000,000",-
8,20220328000826,Y,00106368,금호석유화학,여,울산수지,-,-,-,10,-,1,-,11,11.8,"713,000,000","65,000,000",-
9,20220328000826,Y,00106368,금호석유화학,남,울산고무,-,-,-,170,-,10,-,180,16.5,"20,288,000,000","113,000,000",-
10,20220328000826,Y,00106368,금호석유화학,여,울산고무,-,-,-,13,-,-,-,13,6.6,"894,000,000","69,000,000",-
11,20220328000826,Y,00106368,금호석유화학,남,여수공장,-,-,-,307,-,18,-,325,16.7,"38,369,000,000","118,000,000","에너지, 정밀화학 포함"
12,20220328000826,Y,00106368,금호석유화학,여,여수공장,-,-,-,20,-,4,-,24,6.7,"1,034,000,000","43,000,000","에너지, 정밀화학 포함"
13,20220328000826,Y,00106368,금호석유화학,남,전자소재,-,-,-,17,-,-,-,17,10.4,"1,455,000,000","86,000,000",-
