,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220308000798,Y,00126380,삼성전자,남,CE,-,-,-,"10,075",-,58,-,"10,133",16.1,-,-,-
1,20220308000798,Y,00126380,삼성전자,여,성별합계,-,-,-,"29,120",407,108,-,"29,228",11.3,"3,161,517,000,000","115,000,000",-
2,20220308000798,Y,00126380,삼성전자,여,CE,-,-,-,"2,077",72,9,-,"2,086",11.9,-,-,-
3,20220308000798,Y,00126380,삼성전자,남,IM,-,-,-,"19,319",-,147,-,"19,466",14.4,-,-,-
4,20220308000798,Y,00126380,삼성전자,여,IM,-,-,-,"6,941",72,19,-,"6,960",12.8,-,-,-
5,20220308000798,Y,00126380,삼성전자,남,DS,-,-,-,"45,923",-,144,-,"46,067",10.0,-,-,-
6,20220308000798,Y,00126380,삼성전자,여,DS,-,-,-,"17,813",182,22,-,"17,835",10.8,-,-,-
7,20220308000798,Y,00126380,삼성전자,남,기타,-,-,-,"8,431",-,160,-,"8,591",15.0,-,-,-
8,20220308000798,Y,00126380,삼성전자,여,기타,-,-,-,"2,289",81,58,-,"2,347",11.8,-,-,-
9,20220308000798,Y,00126380,삼성전자,남,성별합계,-,-,-,"83,748",-,509,-,"84,257",12.2,"12,683,498,000,000","154,000,000",-
