,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20210316000661,Y,00401731,LG전자,남,H&A,-,-,-,"9,143",55,862,-,"10,005",    13.4 ,-,-,-
1,20210316000661,Y,00401731,LG전자,여,BS,-,-,-,338,-,3,-,341,    10.5 ,-,-,-
2,20210316000661,Y,00401731,LG전자,남,본사 등,-,-,-,"11,403",20,56,-,"11,459",      9.5 ,-,-,-
3,20210316000661,Y,00401731,LG전자,여,본사 등,-,-,-,"2,101",19,32,-,"2,133",      9.0 ,-,-,-
4,20210316000661,Y,00401731,LG전자,남,성별합계,-,-,-,"33,375",120,"1,104",-,"34,479",    12.5 ,"3,092,403,000,000","89,000,000",-
5,20210316000661,Y,00401731,LG전자,여,성별합계,-,-,-,"5,024",37,242,-,"5,266",    10.1 ,"353,907,000,000","67,000,000",-
6,20210316000661,Y,00401731,LG전자,여,H&A,-,-,-,983,12,172,-,"1,155",      8.7 ,-,-,-
7,20210316000661,Y,00401731,LG전자,남,HE,-,-,-,"3,025",15,4,-,"3,029",    16.3 ,-,-,-
8,20210316000661,Y,00401731,LG전자,여,HE,-,-,-,445,1,3,-,448,    12.2 ,-,-,-
9,20210316000661,Y,00401731,LG전자,남,MC,-,-,-,"2,873",1,2,-,"2,875",    15.6 ,-,-,-
10,20210316000661,Y,00401731,LG전자,여,MC,-,-,-,572,2,2,-,574,    13.6 ,-,-,-
11,20210316000661,Y,00401731,LG전자,남,VS,-,-,-,"3,823",5,174,-,"3,997",    11.7 ,-,-,-
12,20210316000661,Y,00401731,LG전자,여,VS,-,-,-,585,3,30,-,615,    11.2 ,-,-,-
13,20210316000661,Y,00401731,LG전자,남,BS,-,-,-,"3,108",24,6,-,"3,114",    14.9 ,-,-,-
