,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220317001199,Y,00153393,태광산업,남,본사,-,-,-,177,-,24,-,201,7.4,-,-,-
1,20220317001199,Y,00153393,태광산업,여,성별합계,-,-,-,292,-,18,-,310,6.8,"11,039,000,000","36,000,000",-
2,20220317001199,Y,00153393,태광산업,여,〃,-,-,-,57,-,13,-,70,4.2,-,-,-
3,20220317001199,Y,00153393,태광산업,남,석유,-,-,-,372,-,15,-,387,13.8,-,-,-
4,20220317001199,Y,00153393,태광산업,여,〃,-,-,-,22,-,1,-,23,5.7,-,-,-
5,20220317001199,Y,00153393,태광산업,남,섬유,-,-,-,518,-,15,-,533,13.6,-,-,-
6,20220317001199,Y,00153393,태광산업,여,〃,-,-,-,203,-,4,-,207,7.7,-,-,-
7,20220317001199,Y,00153393,태광산업,남,연구소,-,-,-,20,-,-,-,20,9.8,-,-,-
8,20220317001199,Y,00153393,태광산업,여,〃,-,-,-,10,-,-,-,10,7.6,-,-,-
9,20220317001199,Y,00153393,태광산업,남,성별합계,-,-,-,"1,087",-,54,-,"1,141",12.5,"82,659,000,000","74,000,000",-
