,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220321000968,Y,00105101,예스코홀딩스,남,전사,-,-,-,23,-,-,-,23,1.5,"2,507,000,000","109,000,000",-
1,20220321000968,Y,00105101,예스코홀딩스,여,전사,-,-,-,4,-,-,-,4,3.1,"348,000,000","87,000,000",-
