,rcept_no,corp_cls,corp_code,corp_name,sexdstn,fo_bbm,reform_bfe_emp_co_rgllbr,reform_bfe_emp_co_cnttk,reform_bfe_emp_co_etc,rgllbr_co,rgllbr_abacpt_labrr_co,cnttk_co,cnttk_abacpt_labrr_co,sm,avrg_cnwk_sdytrn,fyer_salary_totamt,jan_salary_am,rm
0,20220316001227,K,00375931,인선이엔티,남,건설폐기물,-,-,-,196,-,27,-,223,7년 7개월,"11,641,952,000","52,206,000",-
1,20220316001227,K,00375931,인선이엔티,여,해체재활용,-,-,-,19,-,1,-,10,6년 8개월,"532,902,000","53,290,000",-
2,20220316001227,K,00375931,인선이엔티,여,건설폐기물,-,-,-,37,-,4,-,41,6년 0개월,"1,484,744,000","36,213,000",-
3,20220316001227,K,00375931,인선이엔티,남,매립폐기물,-,-,-,13,-,2,-,15,4년 2개월,"921,127,000","61,408,000",-
4,20220316001227,K,00375931,인선이엔티,여,매립폐기물,-,-,-,4,-,-,-,4,2년 5개월,"135,012,000","33,753,000",-
5,20220316001227,K,00375931,인선이엔티,남,소각,-,-,-,22,-,1,-,23,7년 0개월,"934,838,000","40,645,000",-
6,20220316001227,K,00375931,인선이엔티,여,소각,-,-,-,-,-,-,-,-,-,-,-,-
7,20220316001227,K,00375931,인선이엔티,남,파쇄재활용,-,-,-,29,-,4,-,33,5년 8개월,"1,510,709,000","45,779,000",-
8,20220316001227,K,00375931,인선이엔티,여,파쇄재활용,-,-,-,2,-,-,-,2,3년 6개월,"167,574,000","83,787,000",-
9,20220316001227,K,00375931,인선이엔티,남,해체재활용,-,-,-,65,-,2,-,67,5년 8개월,"3,048,454,000","45,499,000",-
